0	581
1e-06	578.542
2e-06	576.708
3e-06	574.917
4e-06	572.917
5e-06	571.208
6e-06	569.25
7e-06	567.292
8e-06	565.875
9e-06	564.125
1e-05	562.833
1.1e-05	561.083
1.2e-05	559.833
1.3e-05	558.708
1.4e-05	557.042
1.5e-05	555.333
1.6e-05	554.167
1.7e-05	552.125
1.8e-05	550.792
1.9e-05	549.042
2e-05	547.958
2.1e-05	546.75
2.2e-05	545.25
2.3e-05	544.125
2.4e-05	542.75
2.5e-05	541.792
2.6e-05	540.875
2.7e-05	539.583
2.8e-05	538.542
2.9e-05	536.792
3e-05	535.625
3.1e-05	534.042
3.2e-05	532.25
3.3e-05	531.625
3.4e-05	530.5
3.5e-05	529.5
3.6e-05	528.417
3.7e-05	527.375
3.8e-05	526.083
3.9e-05	525
4e-05	524.208
4.1e-05	523.083
4.2e-05	522
4.3e-05	520.792
4.4e-05	519.958
4.5e-05	518.917
4.6e-05	517.708
4.7e-05	516.75
4.8e-05	515.708
4.9e-05	514.875
5e-05	514.125
5.1e-05	513.167
5.2e-05	512
5.3e-05	510.375
5.4e-05	509.333
5.5e-05	508.125
5.6e-05	507.125
5.7e-05	506.292
5.8e-05	505.583
5.9e-05	504.667
6e-05	504
6.1e-05	503.083
6.2e-05	502.042
6.3e-05	501.083
6.4e-05	500.25
6.5e-05	499.417
6.6e-05	498.75
6.7e-05	497.917
6.8e-05	497
6.9e-05	495.917
7e-05	495.125
7.1e-05	493.75
7.2e-05	492.833
7.3e-05	491.917
7.4e-05	491.167
7.5e-05	490.125
7.6e-05	489.417
7.7e-05	488.625
7.8e-05	487.708
7.9e-05	486.625
8e-05	485.875
8.1e-05	485.083
8.2e-05	484.208
8.3e-05	483.292
8.4e-05	482.5
8.5e-05	481.833
8.6e-05	481.25
8.7e-05	480.208
8.8e-05	479.292
8.9e-05	478.167
9e-05	477.167
9.1e-05	476.667
9.2e-05	475.958
9.3e-05	475.042
9.4e-05	474.375
9.5e-05	473.25
9.6e-05	472.417
9.7e-05	471.5
9.8e-05	470.833
9.9e-05	470
0.0001	469.292
0.000101	468.333
0.000102	467.458
0.000103	466.792
0.000104	466.125
0.000105	465.083
0.000106	464.167
0.000107	463.292
0.000108	462.833
0.000109	462.042
0.00011	461.083
0.000111	460.375
0.000112	459.542
0.000113	458.458
0.000114	457.417
0.000115	456.958
0.000116	456.375
0.000117	455.542
0.000118	454.958
0.000119	454.167
0.00012	453.542
0.000121	452.958
0.000122	452.458
0.000123	451.542
0.000124	450.875
0.000125	449.833
0.000126	449.292
0.000127	448.625
0.000128	447.917
0.000129	447.375
0.00013	446.875
0.000131	446.25
0.000132	445.667
0.000133	444.958
0.000134	444.042
0.000135	443.5
0.000136	442.958
0.000137	442.25
0.000138	441.5
0.000139	440.583
0.00014	440.042
0.000141	439.542
0.000142	438.875
0.000143	438.292
0.000144	437.542
0.000145	436.333
0.000146	435.792
0.000147	434.875
0.000148	434.417
0.000149	433.833
0.00015	433.125
0.000151	432.375
0.000152	431.875
0.000153	430.958
0.000154	430.417
0.000155	429.75
0.000156	428.917
0.000157	428
0.000158	427.458
0.000159	426.958
0.00016	426.5
0.000161	425.667
0.000162	425.167
0.000163	424.708
0.000164	424.167
0.000165	423.375
0.000166	422.625
0.000167	422.083
0.000168	421.5
0.000169	421
0.00017	420.167
0.000171	419.833
0.000172	419.167
0.000173	418.667
0.000174	417.917
0.000175	417.375
0.000176	416.583
0.000177	416
0.000178	415.5
0.000179	414.708
0.00018	414.25
0.000181	413.667
0.000182	413
0.000183	412.375
0.000184	411.792
0.000185	411.208
0.000186	410.667
0.000187	410.083
0.000188	409.708
0.000189	408.833
0.00019	408.125
0.000191	407.708
0.000192	406.958
0.000193	406.5
0.000194	405.708
0.000195	405.25
0.000196	404.917
0.000197	404
0.000198	403.583
0.000199	403.083
0.0002	402.583
0.000201	402
0.000202	401.25
0.000203	400.75
0.000204	400.208
0.000205	399.458
0.000206	398.833
0.000207	398.167
0.000208	397.583
0.000209	396.958
0.00021	396.417
0.000211	395.75
0.000212	395.25
0.000213	394.583
0.000214	393.875
0.000215	393.417
0.000216	392.708
0.000217	392.333
0.000218	391.667
0.000219	390.833
0.00022	389.917
0.000221	389.292
0.000222	388.75
0.000223	388.125
0.000224	387.75
0.000225	387.125
0.000226	386.792
0.000227	386.208
0.000228	385.625
0.000229	385.25
0.00023	384.875
0.000231	384.292
0.000232	383.75
0.000233	383.5
0.000234	383
0.000235	382.375
0.000236	381.875
0.000237	381.5
0.000238	380.875
0.000239	380.167
0.00024	379.792
0.000241	379.208
0.000242	378.667
0.000243	377.667
0.000244	376.875
0.000245	376.458
0.000246	375.875
0.000247	375.25
0.000248	374.625
0.000249	374.125
0.00025	373.583
0.000251	372.958
0.000252	372.5
0.000253	372.083
0.000254	371.458
0.000255	370.75
0.000256	370.208
0.000257	369.75
0.000258	369.292
0.000259	368.875
0.00026	368.167
0.000261	367.667
0.000262	367.5
0.000263	367.042
0.000264	366.75
0.000265	366.25
0.000266	365.625
0.000267	364.958
0.000268	364.333
0.000269	363.625
0.00027	362.917
0.000271	362.333
0.000272	362.042
0.000273	361.708
0.000274	361.292
0.000275	361.125
0.000276	360.75
0.000277	360.125
0.000278	359.667
0.000279	359.5
0.00028	359.125
0.000281	358.667
0.000282	358.125
0.000283	357.667
0.000284	357.208
0.000285	356.625
0.000286	356.042
0.000287	355.5
0.000288	355.042
0.000289	354.542
0.00029	354.125
0.000291	353.583
0.000292	353
0.000293	352.25
0.000294	351.75
0.000295	351.417
0.000296	351.083
0.000297	350.417
0.000298	350
0.000299	349.458
0.0003	349.125
0.000301	348.542
0.000302	348.333
0.000303	347.875
0.000304	346.917
0.000305	346.583
0.000306	345.833
0.000307	345.625
0.000308	345.208
0.000309	344.75
0.00031	344.458
0.000311	344.125
0.000312	343.833
0.000313	343.333
0.000314	342.833
0.000315	342.458
0.000316	342
0.000317	341.75
0.000318	341.333
0.000319	341.125
0.00032	340.917
0.000321	340.208
0.000322	339.417
0.000323	338.958
0.000324	338.5
0.000325	338.125
0.000326	337.792
0.000327	337.375
0.000328	337.083
0.000329	336.583
0.00033	336.167
0.000331	336
0.000332	335.708
0.000333	335.333
0.000334	334.792
0.000335	334.417
0.000336	334.083
0.000337	333.667
0.000338	333.083
0.000339	332.542
0.00034	332.333
0.000341	332.125
0.000342	331.75
0.000343	331.375
0.000344	330.667
0.000345	330.125
0.000346	329.75
0.000347	329.417
0.000348	329.083
0.000349	328.583
0.00035	328.25
0.000351	327.958
0.000352	327.292
0.000353	326.708
0.000354	326.375
0.000355	326.083
0.000356	325.75
0.000357	325.458
0.000358	324.833
0.000359	324.292
0.00036	323.583
0.000361	323
0.000362	322.667
0.000363	322.125
0.000364	321.583
0.000365	321.125
0.000366	320.708
0.000367	320.208
0.000368	319.792
0.000369	319.25
0.00037	319.042
0.000371	318.625
0.000372	318.375
0.000373	318
0.000374	317.625
0.000375	317.25
0.000376	316.958
0.000377	316.458
0.000378	315.958
0.000379	315.917
0.00038	315.458
0.000381	314.958
0.000382	314.75
0.000383	314.083
0.000384	313.542
0.000385	313.208
0.000386	312.875
0.000387	312.417
0.000388	312.083
0.000389	311.708
0.00039	311.292
0.000391	310.75
0.000392	310.25
0.000393	309.792
0.000394	309.5
0.000395	309.042
0.000396	308.583
0.000397	308.208
0.000398	307.542
0.000399	307.25
0.0004	306.833
0.000401	306.417
0.000402	305.833
0.000403	305.542
0.000404	305.167
0.000405	304.958
0.000406	304.542
0.000407	304.167
0.000408	303.625
0.000409	303.083
0.00041	302.708
0.000411	302.417
0.000412	302.208
0.000413	301.75
0.000414	301.333
0.000415	301.042
0.000416	300.708
0.000417	300.125
0.000418	299.833
