     time (s)       traj1:dt1e-7     traj2:dt1e-7     traj3:dt1e-8    traj4:dt1e-8
   2.2280000e-03   4.7138662e+01   4.4158683e+01   5.4899371e+01   4.6307692e+01
   2.2300000e-03   4.7138662e+01   4.4158683e+01   5.3952830e+01   4.6307692e+01
   2.2320000e-03   4.7138662e+01   4.4158683e+01   5.3952830e+01   4.6307692e+01
   2.2340000e-03   4.7138662e+01   4.4158683e+01   5.3952830e+01   4.6307692e+01
   2.2360000e-03   4.7138662e+01   4.4158683e+01   5.3952830e+01   4.6307692e+01
   2.2380000e-03   4.7138662e+01   4.5059880e+01   5.3952830e+01   4.5342949e+01
   2.2400000e-03   4.7138662e+01   4.5059880e+01   5.3952830e+01   4.4378205e+01
   2.2420000e-03   4.6156607e+01   4.5059880e+01   5.3006289e+01   4.4378205e+01
   2.2440000e-03   4.6156607e+01   4.5059880e+01   5.3006289e+01   4.4378205e+01
   2.2460000e-03   4.5174551e+01   4.5059880e+01   5.3006289e+01   4.4378205e+01
   2.2480000e-03   4.5174551e+01   4.5059880e+01   5.3006289e+01   4.4378205e+01
   2.2500000e-03   4.5174551e+01   4.5059880e+01   5.3006289e+01   4.4378205e+01
   2.2520000e-03   4.6156607e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2540000e-03   4.6156607e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2560000e-03   4.6156607e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2580000e-03   4.5174551e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2600000e-03   4.5174551e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2620000e-03   4.5174551e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2640000e-03   4.5174551e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2660000e-03   4.5174551e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2680000e-03   4.4192496e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2700000e-03   4.3210440e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2720000e-03   4.3210440e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2740000e-03   4.3210440e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2760000e-03   4.2228385e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2780000e-03   4.2228385e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2800000e-03   4.2228385e+01   4.4158683e+01   5.3006289e+01   4.4378205e+01
   2.2820000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2840000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2860000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2880000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2900000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2920000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.4378205e+01
   2.2940000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.2960000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.2980000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.3000000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.3020000e-03   4.1246330e+01   4.4158683e+01   5.1113208e+01   4.3413462e+01
   2.3040000e-03   4.1246330e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.3060000e-03   4.2228385e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.3080000e-03   4.1246330e+01   4.5059880e+01   5.1113208e+01   4.3413462e+01
   2.3100000e-03   4.1246330e+01   4.5059880e+01   5.2059748e+01   4.3413462e+01
   2.3120000e-03   4.1246330e+01   4.5059880e+01   5.2059748e+01   4.3413462e+01
   2.3140000e-03   4.1246330e+01   4.5059880e+01   5.3006289e+01   4.3413462e+01
   2.3160000e-03   4.0264274e+01   4.4158683e+01   5.3006289e+01   4.3413462e+01
   2.3180000e-03   4.0264274e+01   4.4158683e+01   5.3006289e+01   4.3413462e+01
   2.3200000e-03   3.9282219e+01   4.4158683e+01   5.3006289e+01   4.3413462e+01
   2.3220000e-03   3.9282219e+01   4.4158683e+01   5.3006289e+01   4.3413462e+01
   2.3240000e-03   3.9282219e+01   4.4158683e+01   5.3006289e+01   4.3413462e+01
   2.3260000e-03   3.9282219e+01   4.4158683e+01   5.2059748e+01   4.3413462e+01
   2.3280000e-03   3.9282219e+01   4.3257485e+01   5.2059748e+01   4.3413462e+01
   2.3300000e-03   3.8300163e+01   4.3257485e+01   5.2059748e+01   4.3413462e+01
   2.3320000e-03   3.8300163e+01   4.3257485e+01   5.2059748e+01   4.3413462e+01
   2.3340000e-03   3.9282219e+01   4.3257485e+01   5.2059748e+01   4.3413462e+01
   2.3360000e-03   3.9282219e+01   4.3257485e+01   5.1113208e+01   4.3413462e+01
   2.3380000e-03   3.9282219e+01   4.4158683e+01   5.1113208e+01   4.3413462e+01
   2.3400000e-03   3.9282219e+01   4.4158683e+01   5.1113208e+01   4.3413462e+01
   2.3420000e-03   3.9282219e+01   4.3257485e+01   5.1113208e+01   4.3413462e+01
   2.3440000e-03   3.9282219e+01   4.4158683e+01   5.1113208e+01   4.2448718e+01
   2.3460000e-03   4.0264274e+01   4.4158683e+01   5.1113208e+01   4.2448718e+01
   2.3480000e-03   4.0264274e+01   4.4158683e+01   5.0166667e+01   4.2448718e+01
   2.3500000e-03   4.0264274e+01   4.4158683e+01   5.0166667e+01   4.2448718e+01
   2.3520000e-03   4.0264274e+01   4.3257485e+01   5.0166667e+01   4.2448718e+01
   2.3540000e-03   4.0264274e+01   4.2356287e+01   5.0166667e+01   4.3413462e+01
   2.3560000e-03   4.0264274e+01   4.2356287e+01   5.0166667e+01   4.3413462e+01
   2.3580000e-03   4.0264274e+01   4.2356287e+01   5.0166667e+01   4.4378205e+01
   2.3600000e-03   4.0264274e+01   4.1455090e+01   5.0166667e+01   4.4378205e+01
   2.3620000e-03   4.0264274e+01   4.1455090e+01   4.9220126e+01   4.4378205e+01
   2.3640000e-03   4.0264274e+01   4.0553892e+01   4.9220126e+01   4.4378205e+01
   2.3660000e-03   4.1246330e+01   4.0553892e+01   4.9220126e+01   4.4378205e+01
   2.3680000e-03   4.1246330e+01   4.0553892e+01   4.9220126e+01   4.4378205e+01
   2.3700000e-03   4.1246330e+01   4.0553892e+01   4.9220126e+01   4.4378205e+01
   2.3720000e-03   4.1246330e+01   4.1455090e+01   4.9220126e+01   4.4378205e+01
   2.3740000e-03   4.1246330e+01   3.9652695e+01   5.0166667e+01   4.4378205e+01
   2.3760000e-03   4.1246330e+01   3.9652695e+01   4.8273585e+01   4.4378205e+01
   2.3780000e-03   4.0264274e+01   3.8751497e+01   4.8273585e+01   4.4378205e+01
   2.3800000e-03   3.9282219e+01   3.7850299e+01   4.9220126e+01   4.4378205e+01
   2.3820000e-03   3.9282219e+01   3.7850299e+01   4.9220126e+01   4.4378205e+01
   2.3840000e-03   3.9282219e+01   3.7850299e+01   4.9220126e+01   4.4378205e+01
   2.3860000e-03   3.9282219e+01   3.7850299e+01   4.9220126e+01   4.4378205e+01
   2.3880000e-03   3.9282219e+01   3.8751497e+01   4.9220126e+01   4.4378205e+01
   2.3900000e-03   3.8300163e+01   3.8751497e+01   4.8273585e+01   4.4378205e+01
   2.3920000e-03   3.8300163e+01   3.8751497e+01   4.7327044e+01   4.4378205e+01
   2.3940000e-03   3.8300163e+01   3.8751497e+01   4.9220126e+01   4.4378205e+01
   2.3960000e-03   3.9282219e+01   3.8751497e+01   4.8273585e+01   4.4378205e+01
   2.3980000e-03   3.8300163e+01   3.8751497e+01   4.8273585e+01   4.5342949e+01
   2.4000000e-03   3.8300163e+01   3.8751497e+01   4.8273585e+01   4.5342949e+01
   2.4020000e-03   3.8300163e+01   3.8751497e+01   4.7327044e+01   4.5342949e+01
   2.4040000e-03   3.8300163e+01   3.8751497e+01   4.6380503e+01   4.5342949e+01
   2.4060000e-03   3.8300163e+01   3.8751497e+01   4.6380503e+01   4.5342949e+01
   2.4080000e-03   3.8300163e+01   3.8751497e+01   4.6380503e+01   4.5342949e+01
   2.4100000e-03   3.9282219e+01   3.8751497e+01   4.6380503e+01   4.5342949e+01
   2.4120000e-03   3.9282219e+01   3.7850299e+01   4.6380503e+01   4.5342949e+01
   2.4140000e-03   3.9282219e+01   3.7850299e+01   4.6380503e+01   4.5342949e+01
   2.4160000e-03   3.9282219e+01   3.7850299e+01   4.6380503e+01   4.5342949e+01
   2.4180000e-03   3.9282219e+01   3.7850299e+01   4.6380503e+01   4.5342949e+01
   2.4200000e-03   3.9282219e+01   3.6047904e+01   4.6380503e+01   4.5342949e+01
   2.4220000e-03   3.9282219e+01   3.6047904e+01   4.6380503e+01   4.4378205e+01
   2.4240000e-03   3.8300163e+01   3.6047904e+01   4.6380503e+01   4.4378205e+01
   2.4260000e-03   3.8300163e+01   3.6047904e+01   4.6380503e+01   4.4378205e+01
   2.4280000e-03   3.8300163e+01   3.6047904e+01   4.6380503e+01   4.3413462e+01
   2.4300000e-03   3.8300163e+01   3.6047904e+01   4.6380503e+01   4.3413462e+01
   2.4320000e-03   3.9282219e+01   3.6047904e+01   4.6380503e+01   4.2448718e+01
   2.4340000e-03   3.8300163e+01   3.6949102e+01   4.6380503e+01   4.2448718e+01
   2.4360000e-03   3.8300163e+01   3.6949102e+01   4.6380503e+01   4.2448718e+01
   2.4380000e-03   3.8300163e+01   3.6949102e+01   4.6380503e+01   4.2448718e+01
   2.4400000e-03   3.8300163e+01   3.6949102e+01   4.6380503e+01   4.2448718e+01
   2.4420000e-03   3.9282219e+01   3.6949102e+01   4.6380503e+01   4.3413462e+01
   2.4440000e-03   3.9282219e+01   3.6949102e+01   4.6380503e+01   4.4378205e+01
   2.4460000e-03   3.9282219e+01   3.6047904e+01   4.7327044e+01   4.3413462e+01
   2.4480000e-03   3.9282219e+01   3.6047904e+01   4.7327044e+01   4.3413462e+01
   2.4500000e-03   3.9282219e+01   3.5146707e+01   4.6380503e+01   4.3413462e+01
   2.4520000e-03   3.9282219e+01   3.5146707e+01   4.6380503e+01   4.3413462e+01
   2.4540000e-03   3.8300163e+01   3.5146707e+01   4.6380503e+01   4.3413462e+01
   2.4560000e-03   3.8300163e+01   3.5146707e+01   4.6380503e+01   4.3413462e+01
   2.4580000e-03   3.8300163e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4600000e-03   3.8300163e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4620000e-03   3.7318108e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4640000e-03   3.7318108e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4660000e-03   3.7318108e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4680000e-03   3.7318108e+01   3.5146707e+01   4.6380503e+01   4.2448718e+01
   2.4700000e-03   3.7318108e+01   3.5146707e+01   4.7327044e+01   4.1483974e+01
   2.4720000e-03   3.6336052e+01   3.5146707e+01   4.7327044e+01   4.1483974e+01
   2.4740000e-03   3.5353997e+01   3.5146707e+01   4.7327044e+01   4.1483974e+01
   2.4760000e-03   3.5353997e+01   3.5146707e+01   4.5433962e+01   4.1483974e+01
   2.4780000e-03   3.5353997e+01   3.4245509e+01   4.5433962e+01   4.2448718e+01
   2.4800000e-03   3.5353997e+01   3.4245509e+01   4.5433962e+01   4.2448718e+01
   2.4820000e-03   3.5353997e+01   3.4245509e+01   4.5433962e+01   4.2448718e+01
   2.4840000e-03   3.5353997e+01   3.4245509e+01   4.6380503e+01   4.2448718e+01
   2.4860000e-03   3.5353997e+01   3.4245509e+01   4.5433962e+01   4.2448718e+01
   2.4880000e-03   3.5353997e+01   3.4245509e+01   4.5433962e+01   4.2448718e+01
   2.4900000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.4920000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.4940000e-03   3.7318108e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.4960000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.4980000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.5000000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.5020000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.5040000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.5060000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.1483974e+01
   2.5080000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5100000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5120000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5140000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5160000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5180000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5200000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   4.0519231e+01
   2.5220000e-03   3.6336052e+01   3.5146707e+01   4.6380503e+01   4.0519231e+01
   2.5240000e-03   3.6336052e+01   3.5146707e+01   4.4487421e+01   4.0519231e+01
   2.5260000e-03   3.6336052e+01   3.5146707e+01   4.4487421e+01   4.0519231e+01
   2.5280000e-03   3.6336052e+01   3.5146707e+01   4.4487421e+01   4.0519231e+01
   2.5300000e-03   3.6336052e+01   3.5146707e+01   4.4487421e+01   3.9554487e+01
   2.5320000e-03   3.6336052e+01   3.5146707e+01   4.5433962e+01   3.9554487e+01
   2.5340000e-03   3.6336052e+01   3.5146707e+01   4.5433962e+01   3.9554487e+01
   2.5360000e-03   3.6336052e+01   3.5146707e+01   4.5433962e+01   3.8589744e+01
   2.5380000e-03   3.6336052e+01   3.5146707e+01   4.6380503e+01   3.8589744e+01
   2.5400000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   3.8589744e+01
   2.5420000e-03   3.6336052e+01   3.4245509e+01   4.5433962e+01   3.8589744e+01
   2.5440000e-03   3.6336052e+01   3.4245509e+01   4.4487421e+01   3.8589744e+01
   2.5460000e-03   3.6336052e+01   3.3344311e+01   4.4487421e+01   3.8589744e+01
   2.5480000e-03   3.6336052e+01   3.3344311e+01   4.4487421e+01   3.8589744e+01
   2.5500000e-03   3.6336052e+01   3.3344311e+01   4.4487421e+01   3.8589744e+01
   2.5520000e-03   3.6336052e+01   3.4245509e+01   4.4487421e+01   3.7625000e+01
   2.5540000e-03   3.6336052e+01   3.4245509e+01   4.4487421e+01   3.7625000e+01
   2.5560000e-03   3.5353997e+01   3.4245509e+01   4.4487421e+01   3.7625000e+01
   2.5580000e-03   3.6336052e+01   3.4245509e+01   4.3540881e+01   3.7625000e+01
   2.5600000e-03   3.6336052e+01   3.4245509e+01   4.3540881e+01   3.7625000e+01
   2.5620000e-03   3.5353997e+01   3.4245509e+01   4.3540881e+01   3.6660256e+01
   2.5640000e-03   3.5353997e+01   3.4245509e+01   4.3540881e+01   3.6660256e+01
   2.5660000e-03   3.5353997e+01   3.5146707e+01   4.3540881e+01   3.6660256e+01
   2.5680000e-03   3.6336052e+01   3.5146707e+01   4.3540881e+01   3.6660256e+01
   2.5700000e-03   3.6336052e+01   3.5146707e+01   4.3540881e+01   3.6660256e+01
   2.5720000e-03   3.7318108e+01   3.5146707e+01   4.3540881e+01   3.6660256e+01
   2.5740000e-03   3.7318108e+01   3.5146707e+01   4.3540881e+01   3.6660256e+01
   2.5760000e-03   3.7318108e+01   3.4245509e+01   4.2594340e+01   3.6660256e+01
   2.5780000e-03   3.7318108e+01   3.4245509e+01   4.2594340e+01   3.6660256e+01
   2.5800000e-03   3.8300163e+01   3.4245509e+01   4.1647799e+01   3.6660256e+01
   2.5820000e-03   3.7318108e+01   3.4245509e+01   4.1647799e+01   3.6660256e+01
   2.5840000e-03   3.7318108e+01   3.4245509e+01   4.1647799e+01   3.6660256e+01
   2.5860000e-03   3.7318108e+01   3.4245509e+01   4.1647799e+01   3.6660256e+01
   2.5880000e-03   3.6336052e+01   3.4245509e+01   4.1647799e+01   3.6660256e+01
   2.5900000e-03   3.5353997e+01   3.4245509e+01   4.0701258e+01   3.6660256e+01
   2.5920000e-03   3.5353997e+01   3.4245509e+01   4.0701258e+01   3.6660256e+01
   2.5940000e-03   3.4371941e+01   3.4245509e+01   3.9754717e+01   3.6660256e+01
   2.5960000e-03   3.4371941e+01   3.4245509e+01   3.9754717e+01   3.5695513e+01
   2.5980000e-03   3.4371941e+01   3.4245509e+01   3.9754717e+01   3.5695513e+01
   2.6000000e-03   3.4371941e+01   3.3344311e+01   3.9754717e+01   3.5695513e+01
   2.6020000e-03   3.4371941e+01   3.3344311e+01   3.9754717e+01   3.5695513e+01
   2.6040000e-03   3.4371941e+01   3.3344311e+01   3.9754717e+01   3.5695513e+01
   2.6060000e-03   3.4371941e+01   3.3344311e+01   3.9754717e+01   3.5695513e+01
   2.6080000e-03   3.4371941e+01   3.2443114e+01   3.9754717e+01   3.5695513e+01
   2.6100000e-03   3.4371941e+01   3.2443114e+01   3.9754717e+01   3.5695513e+01
   2.6120000e-03   3.4371941e+01   3.2443114e+01   3.9754717e+01   3.5695513e+01
   2.6140000e-03   3.4371941e+01   3.3344311e+01   3.7861635e+01   3.5695513e+01
   2.6160000e-03   3.4371941e+01   3.3344311e+01   3.7861635e+01   3.5695513e+01
   2.6180000e-03   3.4371941e+01   3.3344311e+01   3.7861635e+01   3.5695513e+01
   2.6200000e-03   3.4371941e+01   3.3344311e+01   3.6915094e+01   3.5695513e+01
   2.6220000e-03   3.4371941e+01   3.3344311e+01   3.6915094e+01   3.4730769e+01
   2.6240000e-03   3.4371941e+01   3.3344311e+01   3.6915094e+01   3.4730769e+01
   2.6260000e-03   3.4371941e+01   3.3344311e+01   3.5968553e+01   3.4730769e+01
   2.6280000e-03   3.4371941e+01   3.4245509e+01   3.5022013e+01   3.4730769e+01
   2.6300000e-03   3.4371941e+01   3.5146707e+01   3.5022013e+01   3.4730769e+01
   2.6320000e-03   3.4371941e+01   3.5146707e+01   3.5022013e+01   3.4730769e+01
   2.6340000e-03   3.4371941e+01   3.4245509e+01   3.5022013e+01   3.4730769e+01
   2.6360000e-03   3.4371941e+01   3.4245509e+01   3.5022013e+01   3.3766026e+01
   2.6380000e-03   3.4371941e+01   3.4245509e+01   3.5022013e+01   3.3766026e+01
   2.6400000e-03   3.4371941e+01   3.5146707e+01   3.5022013e+01   3.3766026e+01
   2.6420000e-03   3.5353997e+01   3.4245509e+01   3.5022013e+01   3.3766026e+01
   2.6440000e-03   3.6336052e+01   3.4245509e+01   3.5968553e+01   3.3766026e+01
   2.6460000e-03   3.6336052e+01   3.4245509e+01   3.5022013e+01   3.3766026e+01
   2.6480000e-03   3.6336052e+01   3.4245509e+01   3.4075472e+01   3.3766026e+01
   2.6500000e-03   3.6336052e+01   3.4245509e+01   3.4075472e+01   3.3766026e+01
   2.6520000e-03   3.6336052e+01   3.4245509e+01   3.4075472e+01   3.3766026e+01
   2.6540000e-03   3.7318108e+01   3.4245509e+01   3.5022013e+01   3.3766026e+01
   2.6560000e-03   3.6336052e+01   3.4245509e+01   3.5968553e+01   3.3766026e+01
   2.6580000e-03   3.6336052e+01   3.4245509e+01   3.6915094e+01   3.3766026e+01
   2.6600000e-03   3.6336052e+01   3.4245509e+01   3.6915094e+01   3.2801282e+01
   2.6620000e-03   3.6336052e+01   3.4245509e+01   3.6915094e+01   3.2801282e+01
   2.6640000e-03   3.6336052e+01   3.4245509e+01   3.5968553e+01   3.2801282e+01
   2.6660000e-03   3.5353997e+01   3.3344311e+01   3.5022013e+01   3.1836538e+01
   2.6680000e-03   3.4371941e+01   3.3344311e+01   3.5022013e+01   3.1836538e+01
   2.6700000e-03   3.4371941e+01   3.2443114e+01   3.5022013e+01   3.1836538e+01
   2.6720000e-03   3.4371941e+01   3.2443114e+01   3.5022013e+01   3.1836538e+01
   2.6740000e-03   3.4371941e+01   3.2443114e+01   3.5022013e+01   3.1836538e+01
   2.6760000e-03   3.4371941e+01   3.2443114e+01   3.5022013e+01   3.1836538e+01
   2.6780000e-03   3.4371941e+01   3.2443114e+01   3.5022013e+01   3.1836538e+01
   2.6800000e-03   3.3389886e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6820000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6840000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6860000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6880000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6900000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.2801282e+01
   2.6920000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6940000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.1836538e+01
   2.6960000e-03   3.4371941e+01   3.2443114e+01   3.4075472e+01   3.2801282e+01
   2.6980000e-03   3.4371941e+01   3.1541916e+01   3.4075472e+01   3.2801282e+01
   2.7000000e-03   3.4371941e+01   3.1541916e+01   3.4075472e+01   3.3766026e+01
   2.7020000e-03   3.4371941e+01   3.1541916e+01   3.4075472e+01   3.3766026e+01
   2.7040000e-03   3.4371941e+01   3.0640719e+01   3.4075472e+01   3.3766026e+01
   2.7060000e-03   3.4371941e+01   3.0640719e+01   3.4075472e+01   3.3766026e+01
   2.7080000e-03   3.4371941e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7100000e-03   3.3389886e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7120000e-03   3.3389886e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7140000e-03   3.2407830e+01   3.0640719e+01   3.4075472e+01   3.3766026e+01
   2.7160000e-03   3.1425775e+01   3.0640719e+01   3.4075472e+01   3.3766026e+01
   2.7180000e-03   3.1425775e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7200000e-03   3.1425775e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7220000e-03   3.0443719e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7240000e-03   3.0443719e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7260000e-03   2.9461664e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7280000e-03   2.9461664e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7300000e-03   2.9461664e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7320000e-03   2.9461664e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7340000e-03   2.9461664e+01   2.9739521e+01   3.4075472e+01   3.2801282e+01
   2.7360000e-03   2.9461664e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7380000e-03   2.9461664e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7400000e-03   3.0443719e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7420000e-03   2.8479608e+01   3.0640719e+01   3.4075472e+01   3.2801282e+01
   2.7440000e-03   2.8479608e+01   3.0640719e+01   3.2182390e+01   3.2801282e+01
   2.7460000e-03   2.7497553e+01   3.0640719e+01   3.1235849e+01   3.3766026e+01
   2.7480000e-03   2.7497553e+01   2.9739521e+01   3.1235849e+01   3.2801282e+01
   2.7500000e-03   2.7497553e+01   2.9739521e+01   3.1235849e+01   3.2801282e+01
   2.7520000e-03   2.7497553e+01   2.9739521e+01   3.0289308e+01   3.1836538e+01
   2.7540000e-03   2.7497553e+01   2.9739521e+01   3.0289308e+01   3.1836538e+01
   2.7560000e-03   2.7497553e+01   2.8838323e+01   3.0289308e+01   3.1836538e+01
   2.7580000e-03   2.8479608e+01   2.7937126e+01   3.0289308e+01   3.1836538e+01
   2.7600000e-03   2.8479608e+01   2.7937126e+01   3.0289308e+01   3.1836538e+01
   2.7620000e-03   2.8479608e+01   2.7937126e+01   3.0289308e+01   3.1836538e+01
   2.7640000e-03   2.8479608e+01   2.7035928e+01   3.0289308e+01   3.1836538e+01
   2.7660000e-03   2.8479608e+01   2.7035928e+01   3.0289308e+01   3.1836538e+01
   2.7680000e-03   2.7497553e+01   2.7035928e+01   3.0289308e+01   3.1836538e+01
   2.7700000e-03   2.7497553e+01   2.7035928e+01   3.0289308e+01   3.1836538e+01
   2.7720000e-03   2.7497553e+01   2.6134731e+01   3.0289308e+01   3.2801282e+01
   2.7740000e-03   2.7497553e+01   2.6134731e+01   3.0289308e+01   3.2801282e+01
   2.7760000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7780000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7800000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7820000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7840000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7860000e-03   2.7497553e+01   2.6134731e+01   2.9342767e+01   3.2801282e+01
   2.7880000e-03   2.7497553e+01   2.7035928e+01   2.9342767e+01   3.2801282e+01
   2.7900000e-03   2.7497553e+01   2.7035928e+01   2.9342767e+01   3.2801282e+01
   2.7920000e-03   2.7497553e+01   2.7937126e+01   2.9342767e+01   3.2801282e+01
   2.7940000e-03   2.7497553e+01   2.7937126e+01   2.9342767e+01   3.2801282e+01
   2.7960000e-03   2.7497553e+01   2.7937126e+01   2.9342767e+01   3.2801282e+01
   2.7980000e-03   2.7497553e+01   2.7937126e+01   2.9342767e+01   3.2801282e+01
   2.8000000e-03   2.7497553e+01   2.8838323e+01   2.9342767e+01   3.1836538e+01
   2.8020000e-03   2.7497553e+01   2.7937126e+01   2.9342767e+01   3.1836538e+01
   2.8040000e-03   2.7497553e+01   2.7937126e+01   2.8396226e+01   3.1836538e+01
   2.8060000e-03   2.7497553e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8080000e-03   2.7497553e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8100000e-03   2.6515498e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8120000e-03   2.6515498e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8140000e-03   2.6515498e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8160000e-03   2.6515498e+01   2.7035928e+01   2.8396226e+01   3.0871795e+01
   2.8180000e-03   2.6515498e+01   2.7937126e+01   2.8396226e+01   3.0871795e+01
   2.8200000e-03   2.6515498e+01   2.7035928e+01   2.8396226e+01   2.9907051e+01
   2.8220000e-03   2.7497553e+01   2.7035928e+01   2.8396226e+01   2.9907051e+01
   2.8240000e-03   2.7497553e+01   2.7035928e+01   2.8396226e+01   2.9907051e+01
   2.8260000e-03   2.7497553e+01   2.7035928e+01   2.7449686e+01   2.9907051e+01
   2.8280000e-03   2.7497553e+01   2.7035928e+01   2.7449686e+01   2.9907051e+01
   2.8300000e-03   2.7497553e+01   2.7035928e+01   2.7449686e+01   2.9907051e+01
   2.8320000e-03   2.7497553e+01   2.7035928e+01   2.7449686e+01   2.8942308e+01
