     time (s)       traj1:dt1e-7     traj2:dt1e-7     traj3:dt1e-8    traj4:dt1e-8
   5.3720000e-03   1.2766721e+01   1.2616766e+01   1.1358491e+01   1.4471154e+01
   5.3740000e-03   1.1784666e+01   1.2616766e+01   1.1358491e+01   1.4471154e+01
   5.3760000e-03   1.1784666e+01   1.1715569e+01   1.1358491e+01   1.4471154e+01
   5.3780000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.3800000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.3820000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.3840000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.3860000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.3880000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.3900000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.3920000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.3940000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.3960000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.3506410e+01
   5.3980000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4000000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4020000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4040000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4060000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4080000e-03   1.2766721e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4100000e-03   1.3748777e+01   9.9131737e+00   1.2305031e+01   1.3506410e+01
   5.4120000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4140000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4160000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4180000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4200000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4220000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4240000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4260000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4280000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4300000e-03   1.3748777e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.4320000e-03   1.3748777e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.4340000e-03   1.3748777e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.4360000e-03   1.3748777e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4380000e-03   1.3748777e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4400000e-03   1.3748777e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4420000e-03   1.2766721e+01   1.1715569e+01   1.4198113e+01   1.3506410e+01
   5.4440000e-03   1.2766721e+01   1.1715569e+01   1.4198113e+01   1.3506410e+01
   5.4460000e-03   1.2766721e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4480000e-03   1.2766721e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4500000e-03   1.2766721e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4520000e-03   1.2766721e+01   1.0814371e+01   1.5144654e+01   1.3506410e+01
   5.4540000e-03   1.2766721e+01   1.0814371e+01   1.5144654e+01   1.3506410e+01
   5.4560000e-03   1.2766721e+01   1.0814371e+01   1.5144654e+01   1.3506410e+01
   5.4580000e-03   1.2766721e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4600000e-03   1.2766721e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4620000e-03   1.2766721e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.4640000e-03   1.0802610e+01   1.0814371e+01   1.4198113e+01   1.3506410e+01
   5.4660000e-03   1.0802610e+01   1.1715569e+01   1.4198113e+01   1.2541667e+01
   5.4680000e-03   1.0802610e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4700000e-03   1.0802610e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4720000e-03   1.0802610e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4740000e-03   1.0802610e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4760000e-03   1.0802610e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4780000e-03   1.1784666e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4800000e-03   1.1784666e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.4820000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.4840000e-03   1.1784666e+01   1.2616766e+01   1.3251572e+01   1.2541667e+01
   5.4860000e-03   1.1784666e+01   1.2616766e+01   1.3251572e+01   1.3506410e+01
   5.4880000e-03   1.2766721e+01   1.2616766e+01   1.3251572e+01   1.3506410e+01
   5.4900000e-03   1.1784666e+01   1.2616766e+01   1.3251572e+01   1.3506410e+01
   5.4920000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.4940000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.4960000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.4980000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5000000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5020000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5040000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5060000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5080000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5100000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5120000e-03   1.1784666e+01   1.0814371e+01   1.4198113e+01   1.2541667e+01
   5.5140000e-03   1.1784666e+01   1.0814371e+01   1.5144654e+01   1.2541667e+01
   5.5160000e-03   1.1784666e+01   1.0814371e+01   1.5144654e+01   1.2541667e+01
   5.5180000e-03   1.1784666e+01   1.0814371e+01   1.5144654e+01   1.2541667e+01
   5.5200000e-03   1.1784666e+01   1.1715569e+01   1.5144654e+01   1.2541667e+01
   5.5220000e-03   1.1784666e+01   1.1715569e+01   1.5144654e+01   1.2541667e+01
   5.5240000e-03   1.1784666e+01   1.1715569e+01   1.4198113e+01   1.2541667e+01
   5.5260000e-03   1.1784666e+01   1.1715569e+01   1.4198113e+01   1.2541667e+01
   5.5280000e-03   1.1784666e+01   1.1715569e+01   1.4198113e+01   1.2541667e+01
   5.5300000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5320000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5340000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5360000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5380000e-03   1.1784666e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.5400000e-03   1.1784666e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.5420000e-03   1.1784666e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.5440000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5460000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5480000e-03   1.1784666e+01   1.1715569e+01   1.3251572e+01   1.2541667e+01
   5.5500000e-03   1.2766721e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5520000e-03   1.1784666e+01   1.0814371e+01   1.3251572e+01   1.2541667e+01
   5.5540000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5560000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5580000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5600000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5620000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5640000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5660000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5680000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5700000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5720000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5740000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5760000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5780000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5800000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5820000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5840000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5860000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5880000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5900000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5920000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5940000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5960000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.5980000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6000000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6020000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6040000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6060000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6080000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6100000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6120000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6140000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6160000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6180000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6200000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6220000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6240000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6260000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6280000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6300000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6320000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6340000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.2541667e+01
   5.6360000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6380000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6400000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6420000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6440000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6460000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.4471154e+01
   5.6480000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6500000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6520000e-03   1.1784666e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.6540000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.3506410e+01
   5.6560000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.3506410e+01
   5.6580000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.3506410e+01
   5.6600000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.6620000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.4471154e+01
   5.6640000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.6660000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.4471154e+01
   5.6680000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.3506410e+01
   5.6700000e-03   1.1784666e+01   1.0814371e+01   1.1358491e+01   1.3506410e+01
   5.6720000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.3506410e+01
   5.6740000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.3506410e+01
   5.6760000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.3506410e+01
   5.6780000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.2541667e+01
   5.6800000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.1576923e+01
   5.6820000e-03   1.1784666e+01   9.9131737e+00   9.4654088e+00   1.1576923e+01
   5.6840000e-03   1.1784666e+01   9.9131737e+00   9.4654088e+00   1.1576923e+01
   5.6860000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.1576923e+01
   5.6880000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.1576923e+01
   5.6900000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.1576923e+01
   5.6920000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.1576923e+01
   5.6940000e-03   1.1784666e+01   9.9131737e+00   1.0411950e+01   1.2541667e+01
   5.6960000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.6980000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7000000e-03   1.1784666e+01   9.9131737e+00   1.2305031e+01   1.2541667e+01
   5.7020000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7040000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7060000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7080000e-03   1.1784666e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7100000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7120000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.2541667e+01
   5.7140000e-03   1.2766721e+01   9.9131737e+00   1.1358491e+01   1.3506410e+01
   5.7160000e-03   1.2766721e+01   1.0814371e+01   1.1358491e+01   1.3506410e+01
   5.7180000e-03   1.2766721e+01   1.2616766e+01   1.1358491e+01   1.3506410e+01
   5.7200000e-03   1.2766721e+01   1.1715569e+01   1.2305031e+01   1.3506410e+01
   5.7220000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.7240000e-03   1.2766721e+01   1.0814371e+01   1.2305031e+01   1.3506410e+01
   5.7260000e-03   1.2766721e+01   1.0814371e+01   1.3251572e+01   1.3506410e+01
   5.7280000e-03   1.2766721e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.7300000e-03   1.2766721e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.7320000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.4471154e+01
   5.7340000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.4471154e+01
   5.7360000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7380000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7400000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7420000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7440000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7460000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7480000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7500000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7520000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7540000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7560000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7580000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7600000e-03   1.2766721e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7620000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.2541667e+01
   5.7640000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7660000e-03   1.3748777e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7680000e-03   1.4730832e+01   9.9131737e+00   1.4198113e+01   1.3506410e+01
   5.7700000e-03   1.4730832e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.7720000e-03   1.3748777e+01   9.9131737e+00   1.3251572e+01   1.3506410e+01
   5.7740000e-03   1.4730832e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.7760000e-03   1.4730832e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.7780000e-03   1.4730832e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.7800000e-03   1.4730832e+01   9.9131737e+00   1.5144654e+01   1.2541667e+01
   5.7820000e-03   1.4730832e+01   9.9131737e+00   1.5144654e+01   1.2541667e+01
   5.7840000e-03   1.4730832e+01   9.9131737e+00   1.5144654e+01   1.2541667e+01
   5.7860000e-03   1.5712887e+01   9.9131737e+00   1.5144654e+01   1.2541667e+01
   5.7880000e-03   1.5712887e+01   9.9131737e+00   1.3251572e+01   1.2541667e+01
   5.7900000e-03   1.5712887e+01   9.9131737e+00   1.3251572e+01   1.1576923e+01
   5.7920000e-03   1.5712887e+01   9.9131737e+00   1.3251572e+01   1.1576923e+01
   5.7940000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.7960000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.7980000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8000000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8020000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8040000e-03   1.5712887e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8060000e-03   1.6694943e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8080000e-03   1.6694943e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8100000e-03   1.6694943e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8120000e-03   1.6694943e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8140000e-03   1.6694943e+01   1.0814371e+01   1.3251572e+01   1.1576923e+01
   5.8160000e-03   1.7676998e+01   1.0814371e+01   1.3251572e+01   1.0612179e+01
   5.8180000e-03   1.7676998e+01   1.0814371e+01   1.3251572e+01   1.0612179e+01
   5.8200000e-03   1.7676998e+01   1.0814371e+01   1.3251572e+01   1.0612179e+01
   5.8220000e-03   1.6694943e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8240000e-03   1.6694943e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8260000e-03   1.7676998e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8280000e-03   1.7676998e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8300000e-03   1.7676998e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8320000e-03   1.7676998e+01   1.0814371e+01   1.2305031e+01   1.0612179e+01
   5.8340000e-03   1.7676998e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8360000e-03   1.7676998e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8380000e-03   1.7676998e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8400000e-03   1.7676998e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8420000e-03   1.7676998e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8440000e-03   1.6694943e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8460000e-03   1.6694943e+01   1.0814371e+01   1.1358491e+01   1.1576923e+01
   5.8480000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8500000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8520000e-03   1.7676998e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8540000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8560000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8580000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.1576923e+01
   5.8600000e-03   1.6694943e+01   1.1715569e+01   1.0411950e+01   1.0612179e+01
   5.8620000e-03   1.6694943e+01   1.1715569e+01   1.0411950e+01   1.0612179e+01
   5.8640000e-03   1.6694943e+01   1.0814371e+01   1.0411950e+01   1.0612179e+01
   5.8660000e-03   1.5712887e+01   1.1715569e+01   1.0411950e+01   1.0612179e+01
   5.8680000e-03   1.5712887e+01   1.0814371e+01   1.0411950e+01   1.0612179e+01
   5.8700000e-03   1.5712887e+01   1.0814371e+01   1.0411950e+01   1.0612179e+01
   5.8720000e-03   1.5712887e+01   1.0814371e+01   1.0411950e+01   1.0612179e+01
   5.8740000e-03   1.5712887e+01   9.9131737e+00   1.0411950e+01   1.0612179e+01
   5.8760000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8780000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8800000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8820000e-03   1.5712887e+01   9.0119760e+00   1.1358491e+01   1.0612179e+01
   5.8840000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8860000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8880000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8900000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8920000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8940000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8960000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.8980000e-03   1.5712887e+01   9.0119760e+00   1.0411950e+01   1.0612179e+01
   5.9000000e-03   1.5712887e+01   9.9131737e+00   1.0411950e+01   1.0612179e+01
   5.9020000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   1.0612179e+01
   5.9040000e-03   1.4730832e+01   9.9131737e+00   1.0411950e+01   1.0612179e+01
   5.9060000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   9.6474359e+00
   5.9080000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   9.6474359e+00
   5.9100000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   9.6474359e+00
   5.9120000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   9.6474359e+00
   5.9140000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9160000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9180000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9200000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9220000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9240000e-03   1.4730832e+01   9.0119760e+00   9.4654088e+00   9.6474359e+00
   5.9260000e-03   1.4730832e+01   9.9131737e+00   9.4654088e+00   9.6474359e+00
   5.9280000e-03   1.3748777e+01   1.0814371e+01   9.4654088e+00   9.6474359e+00
   5.9300000e-03   1.3748777e+01   1.0814371e+01   9.4654088e+00   9.6474359e+00
   5.9320000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9340000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9360000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9380000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9400000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9420000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9440000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9460000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9480000e-03   1.3748777e+01   1.2616766e+01   8.5188679e+00   9.6474359e+00
   5.9500000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9520000e-03   1.3748777e+01   1.1715569e+01   9.4654088e+00   9.6474359e+00
   5.9540000e-03   1.3748777e+01   1.1715569e+01   1.0411950e+01   9.6474359e+00
   5.9560000e-03   1.3748777e+01   1.1715569e+01   1.0411950e+01   9.6474359e+00
   5.9580000e-03   1.3748777e+01   1.1715569e+01   1.0411950e+01   9.6474359e+00
   5.9600000e-03   1.3748777e+01   1.1715569e+01   9.4654088e+00   9.6474359e+00
   5.9620000e-03   1.3748777e+01   1.1715569e+01   9.4654088e+00   9.6474359e+00
   5.9640000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9660000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9680000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9700000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9720000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9740000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   9.6474359e+00
   5.9760000e-03   1.3748777e+01   1.1715569e+01   8.5188679e+00   1.0612179e+01
