0	1000	1000	1	
0.0001	1000	1000	1	
0.0002	999	999	1	1	1	0	
0.0003	998	998	1	2	2	0	
0.0004	997	997	1	3	3	0	
0.0005	996	996	1	4	4	0	
0.0006	995	995	1	5	5	0	
0.0007	994	994	1	6	6	0	
0.0008	992	992	1	8	8	0	
0.0009	991	991	1	9	9	0	
0.001	991	991	1	9	9	0	
0.0011	990	990	1	10	10	0	
0.0012	990	990	1	10	10	0	
0.0013	989	989	1	11	11	0	
0.0014	989	989	1	11	11	0	
0.0015	989	989	1	11	11	0	
0.0016	989	989	1	11	11	0	
0.0017	989	989	1	11	11	0	
0.0018	988	988	1	12	12	0	
0.0019	986	986	1	14	14	0	
0.002	986	986	1	14	14	0	
0.0021	985	985	1	15	15	0	
0.0022	985	985	1	15	15	0	
0.0023	984	984	1	16	16	0	
0.0024	984	984	1	16	16	0	
0.0025	984	984	1	16	16	0	
0.0026	983	983	1	17	17	0	
0.0027	983	983	1	17	17	0	
0.0028	981	981	1	19	19	0	
0.0029	979	979	1	21	21	0	
0.003	979	979	1	21	21	0	
0.0031	978	978	1	22	22	0	
0.0032	978	978	1	22	22	0	
0.0033	977	977	1	23	23	0	
0.0034	977	977	1	23	23	0	
0.0035	977	977	1	23	23	0	
0.0036	977	977	1	23	23	0	
0.0037	974	974	1	26	26	0	
0.0038	973	973	1	27	27	0	
0.0039	972	972	1	28	28	0	
0.004	972	972	1	28	28	0	
0.0041	972	972	1	28	28	0	
0.0042	972	972	1	28	28	0	
0.0043	972	972	1	28	28	0	
0.0044	970	970	1	30	30	0	
0.0045	970	970	1	30	30	0	
0.0046	970	970	1	30	30	0	
0.0047	968	968	1	32	32	0	
0.0048	966	966	1	34	34	0	
0.0049	966	966	1	34	34	0	
0.005	966	966	1	34	34	0	
0.0051	966	966	1	34	34	0	
0.0052	966	966	1	34	34	0	
0.0053	965	965	1	35	35	0	
0.0054	965	965	1	35	35	0	
0.0055	965	965	1	35	35	0	
0.0056	965	965	1	35	35	0	
0.0057	964	964	1	36	36	0	
0.0058	964	964	1	36	36	0	
0.0059	964	964	1	36	36	0	
0.006	963	963	1	37	37	0	
0.0061	963	963	1	37	37	0	
0.0062	963	963	1	37	37	0	
0.0063	963	963	1	37	37	0	
0.0064	962	962	1	38	38	0	
0.0065	962	962	1	38	38	0	
0.0066	961	961	1	39	39	0	
0.0067	961	961	1	39	39	0	
0.0068	960	960	1	40	40	0	
0.0069	960	960	1	40	40	0	
0.007	960	960	1	40	40	0	
0.0071	960	960	1	40	40	0	
0.0072	960	960	1	40	40	0	
0.0073	958	958	1	42	42	0	
0.0074	958	958	1	42	42	0	
0.0075	958	958	1	42	42	0	
0.0076	958	958	1	42	42	0	
0.0077	958	958	1	42	42	0	
0.0078	958	958	1	42	42	0	
0.0079	957	957	1	43	43	0	
0.008	957	957	1	43	43	0	
0.0081	957	957	1	43	43	0	
0.0082	957	957	1	43	43	0	
0.0083	957	957	1	43	43	0	
0.0084	955	955	1	45	45	0	
0.0085	954	954	1	46	46	0	
