time (s)        Na         STDEV
   5.2380000e-06   2.2025316e+00   1.4621704e+00
   5.2385000e-06   2.2025316e+00   1.4621704e+00
   5.2390000e-06   2.2025316e+00   1.4621704e+00
   5.2395000e-06   2.2025316e+00   1.4621704e+00
   5.2400000e-06   2.2025316e+00   1.4621704e+00
   5.2405000e-06   2.2025316e+00   1.4621704e+00
   5.2410000e-06   2.2025316e+00   1.4621704e+00
   5.2415000e-06   2.2025316e+00   1.4621704e+00
   5.2420000e-06   2.2025316e+00   1.4621704e+00
   5.2425000e-06   2.2025316e+00   1.4621704e+00
   5.2430000e-06   2.2025316e+00   1.4621704e+00
   5.2435000e-06   2.2025316e+00   1.4621704e+00
   5.2440000e-06   2.2025316e+00   1.4621704e+00
   5.2445000e-06   2.2025316e+00   1.4621704e+00
   5.2450000e-06   2.2025316e+00   1.4621704e+00
   5.2455000e-06   2.2025316e+00   1.4621704e+00
   5.2460000e-06   2.2025316e+00   1.4621704e+00
   5.2465000e-06   2.2025316e+00   1.4621704e+00
   5.2470000e-06   2.2025316e+00   1.4621704e+00
   5.2475000e-06   2.2025316e+00   1.4621704e+00
   5.2480000e-06   2.2025316e+00   1.4621704e+00
   5.2485000e-06   2.2025316e+00   1.4621704e+00
   5.2490000e-06   2.2025316e+00   1.4621704e+00
   5.2495000e-06   2.2025316e+00   1.4621704e+00
   5.2500000e-06   2.2025316e+00   1.4621704e+00
   5.2505000e-06   2.2025316e+00   1.4621704e+00
   5.2510000e-06   2.2025316e+00   1.4621704e+00
   5.2515000e-06   2.2025316e+00   1.4621704e+00
   5.2520000e-06   2.2025316e+00   1.4621704e+00
   5.2525000e-06   2.2025316e+00   1.4621704e+00
   5.2530000e-06   2.2025316e+00   1.4621704e+00
   5.2535000e-06   2.2025316e+00   1.4621704e+00
   5.2540000e-06   2.2025316e+00   1.4621704e+00
   5.2545000e-06   2.2025316e+00   1.4621704e+00
   5.2550000e-06   2.2025316e+00   1.4621704e+00
   5.2555000e-06   2.2025316e+00   1.4621704e+00
   5.2560000e-06   2.2025316e+00   1.4621704e+00
   5.2565000e-06   2.2025316e+00   1.4621704e+00
   5.2570000e-06   2.2025316e+00   1.4621704e+00
   5.2575000e-06   2.2025316e+00   1.4621704e+00
   5.2580000e-06   2.2025316e+00   1.4621704e+00
   5.2585000e-06   2.2025316e+00   1.4621704e+00
   5.2590000e-06   2.2025316e+00   1.4621704e+00
   5.2595000e-06   2.2025316e+00   1.4621704e+00
   5.2600000e-06   2.2025316e+00   1.4621704e+00
   5.2605000e-06   2.2025316e+00   1.4621704e+00
   5.2610000e-06   2.2025316e+00   1.4621704e+00
   5.2615000e-06   2.2025316e+00   1.4621704e+00
   5.2620000e-06   2.2025316e+00   1.4621704e+00
   5.2625000e-06   2.2025316e+00   1.4621704e+00
   5.2630000e-06   2.2025316e+00   1.4621704e+00
   5.2635000e-06   2.2025316e+00   1.4621704e+00
   5.2640000e-06   2.2025316e+00   1.4621704e+00
   5.2645000e-06   2.2025316e+00   1.4621704e+00
   5.2650000e-06   2.2025316e+00   1.4621704e+00
   5.2655000e-06   2.2025316e+00   1.4621704e+00
   5.2660000e-06   2.2025316e+00   1.4621704e+00
   5.2665000e-06   2.2025316e+00   1.4621704e+00
   5.2670000e-06   2.2025316e+00   1.4621704e+00
   5.2675000e-06   2.2025316e+00   1.4621704e+00
   5.2680000e-06   2.2025316e+00   1.4621704e+00
   5.2685000e-06   2.2025316e+00   1.4621704e+00
   5.2690000e-06   2.2025316e+00   1.4621704e+00
   5.2695000e-06   2.2025316e+00   1.4621704e+00
   5.2700000e-06   2.2025316e+00   1.4621704e+00
   5.2705000e-06   2.2025316e+00   1.4621704e+00
   5.2710000e-06   2.2025316e+00   1.4621704e+00
   5.2715000e-06   2.2025316e+00   1.4621704e+00
   5.2720000e-06   2.2025316e+00   1.4621704e+00
   5.2725000e-06   2.2025316e+00   1.4621704e+00
   5.2730000e-06   2.2025316e+00   1.4621704e+00
   5.2735000e-06   2.2025316e+00   1.4621704e+00
   5.2740000e-06   2.2025316e+00   1.4621704e+00
   5.2745000e-06   2.2025316e+00   1.4621704e+00
   5.2750000e-06   2.2025316e+00   1.4621704e+00
   5.2755000e-06   2.2025316e+00   1.4621704e+00
   5.2760000e-06   2.2025316e+00   1.4621704e+00
   5.2765000e-06   2.2025316e+00   1.4621704e+00
   5.2770000e-06   2.1898734e+00   1.4595042e+00
   5.2775000e-06   2.1898734e+00   1.4595042e+00
   5.2780000e-06   2.1898734e+00   1.4595042e+00
   5.2785000e-06   2.1898734e+00   1.4595042e+00
   5.2790000e-06   2.1772152e+00   1.4567218e+00
   5.2795000e-06   2.1772152e+00   1.4567218e+00
   5.2800000e-06   2.1772152e+00   1.4567218e+00
   5.2805000e-06   2.1772152e+00   1.4567218e+00
   5.2810000e-06   2.1772152e+00   1.4567218e+00
   5.2815000e-06   2.1772152e+00   1.4567218e+00
   5.2820000e-06   2.1772152e+00   1.4567218e+00
   5.2825000e-06   2.1772152e+00   1.4567218e+00
   5.2830000e-06   2.1772152e+00   1.4567218e+00
   5.2835000e-06   2.1772152e+00   1.4567218e+00
   5.2840000e-06   2.1772152e+00   1.4567218e+00
   5.2845000e-06   2.1772152e+00   1.4567218e+00
   5.2850000e-06   2.1772152e+00   1.4567218e+00
   5.2855000e-06   2.1772152e+00   1.4567218e+00
   5.2860000e-06   2.1772152e+00   1.4567218e+00
   5.2865000e-06   2.1772152e+00   1.4567218e+00
   5.2870000e-06   2.1772152e+00   1.4567218e+00
   5.2875000e-06   2.1772152e+00   1.4567218e+00
   5.2880000e-06   2.1772152e+00   1.4567218e+00
   5.2885000e-06   2.1772152e+00   1.4567218e+00
   5.2890000e-06   2.1772152e+00   1.4567218e+00
   5.2895000e-06   2.1772152e+00   1.4567218e+00
   5.2900000e-06   2.1772152e+00   1.4567218e+00
   5.2905000e-06   2.1772152e+00   1.4567218e+00
   5.2910000e-06   2.1772152e+00   1.4567218e+00
   5.2915000e-06   2.1772152e+00   1.4567218e+00
   5.2920000e-06   2.1772152e+00   1.4567218e+00
   5.2925000e-06   2.1772152e+00   1.4567218e+00
   5.2930000e-06   2.1772152e+00   1.4567218e+00
   5.2935000e-06   2.1645570e+00   1.4538224e+00
   5.2940000e-06   2.1645570e+00   1.4538224e+00
   5.2945000e-06   2.1645570e+00   1.4538224e+00
   5.2950000e-06   2.1645570e+00   1.4538224e+00
   5.2955000e-06   2.1518987e+00   1.4330227e+00
   5.2960000e-06   2.1518987e+00   1.4330227e+00
   5.2965000e-06   2.1518987e+00   1.4330227e+00
   5.2970000e-06   2.1518987e+00   1.4330227e+00
   5.2975000e-06   2.1518987e+00   1.4330227e+00
   5.2980000e-06   2.1518987e+00   1.4330227e+00
   5.2985000e-06   2.1518987e+00   1.4330227e+00
   5.2990000e-06   2.1518987e+00   1.4330227e+00
   5.2995000e-06   2.1518987e+00   1.4330227e+00
   5.3000000e-06   2.1518987e+00   1.4330227e+00
   5.3005000e-06   2.1392405e+00   1.4118017e+00
   5.3010000e-06   2.1392405e+00   1.4118017e+00
   5.3015000e-06   2.1392405e+00   1.4118017e+00
   5.3020000e-06   2.1392405e+00   1.4118017e+00
   5.3025000e-06   2.1392405e+00   1.4118017e+00
   5.3030000e-06   2.1392405e+00   1.4118017e+00
   5.3035000e-06   2.1392405e+00   1.4118017e+00
   5.3040000e-06   2.1392405e+00   1.4118017e+00
   5.3045000e-06   2.1392405e+00   1.4118017e+00
   5.3050000e-06   2.1392405e+00   1.4118017e+00
   5.3055000e-06   2.1392405e+00   1.4118017e+00
   5.3060000e-06   2.1392405e+00   1.4118017e+00
   5.3065000e-06   2.1265823e+00   1.4084642e+00
   5.3070000e-06   2.1265823e+00   1.4084642e+00
   5.3075000e-06   2.1265823e+00   1.4084642e+00
   5.3080000e-06   2.1265823e+00   1.4084642e+00
   5.3085000e-06   2.1265823e+00   1.4084642e+00
   5.3090000e-06   2.1265823e+00   1.4084642e+00
   5.3095000e-06   2.1265823e+00   1.4084642e+00
   5.3100000e-06   2.1265823e+00   1.4084642e+00
   5.3105000e-06   2.1265823e+00   1.4084642e+00
   5.3110000e-06   2.1265823e+00   1.4084642e+00
   5.3115000e-06   2.1265823e+00   1.4084642e+00
   5.3120000e-06   2.1265823e+00   1.4084642e+00
   5.3125000e-06   2.1265823e+00   1.4084642e+00
   5.3130000e-06   2.1265823e+00   1.4084642e+00
   5.3135000e-06   2.1265823e+00   1.4084642e+00
   5.3140000e-06   2.1265823e+00   1.4084642e+00
   5.3145000e-06   2.1265823e+00   1.4084642e+00
   5.3150000e-06   2.1265823e+00   1.4084642e+00
   5.3155000e-06   2.1265823e+00   1.4084642e+00
   5.3160000e-06   2.1265823e+00   1.4084642e+00
   5.3165000e-06   2.1265823e+00   1.4084642e+00
   5.3170000e-06   2.1265823e+00   1.4084642e+00
   5.3175000e-06   2.1265823e+00   1.4084642e+00
   5.3180000e-06   2.1265823e+00   1.4084642e+00
   5.3185000e-06   2.1265823e+00   1.4084642e+00
   5.3190000e-06   2.1265823e+00   1.4084642e+00
   5.3195000e-06   2.1265823e+00   1.4084642e+00
   5.3200000e-06   2.1265823e+00   1.4084642e+00
   5.3205000e-06   2.1265823e+00   1.4084642e+00
   5.3210000e-06   2.1265823e+00   1.4084642e+00
   5.3215000e-06   2.1265823e+00   1.4084642e+00
   5.3220000e-06   2.1265823e+00   1.4084642e+00
   5.3225000e-06   2.1265823e+00   1.4084642e+00
   5.3230000e-06   2.1265823e+00   1.4084642e+00
   5.3235000e-06   2.1265823e+00   1.4084642e+00
   5.3240000e-06   2.1265823e+00   1.4084642e+00
   5.3245000e-06   2.1265823e+00   1.4084642e+00
   5.3250000e-06   2.1265823e+00   1.4084642e+00
   5.3255000e-06   2.1265823e+00   1.4084642e+00
   5.3260000e-06   2.1265823e+00   1.4084642e+00
   5.3265000e-06   2.1265823e+00   1.4084642e+00
   5.3270000e-06   2.1265823e+00   1.4084642e+00
   5.3275000e-06   2.1265823e+00   1.4084642e+00
   5.3280000e-06   2.1139241e+00   1.3958486e+00
   5.3285000e-06   2.1139241e+00   1.3958486e+00
   5.3290000e-06   2.1139241e+00   1.3958486e+00
   5.3295000e-06   2.1139241e+00   1.3958486e+00
   5.3300000e-06   2.1139241e+00   1.3958486e+00
   5.3305000e-06   2.1139241e+00   1.3958486e+00
   5.3310000e-06   2.1139241e+00   1.3958486e+00
   5.3315000e-06   2.1139241e+00   1.3958486e+00
   5.3320000e-06   2.1139241e+00   1.3958486e+00
   5.3325000e-06   2.1139241e+00   1.3958486e+00
   5.3330000e-06   2.1139241e+00   1.3958486e+00
   5.3335000e-06   2.1139241e+00   1.3958486e+00
   5.3340000e-06   2.1139241e+00   1.3958486e+00
   5.3345000e-06   2.1139241e+00   1.3958486e+00
   5.3350000e-06   2.1139241e+00   1.3958486e+00
   5.3355000e-06   2.1139241e+00   1.3958486e+00
   5.3360000e-06   2.1139241e+00   1.3958486e+00
   5.3365000e-06   2.1139241e+00   1.3958486e+00
   5.3370000e-06   2.1139241e+00   1.3958486e+00
   5.3375000e-06   2.1139241e+00   1.3958486e+00
   5.3380000e-06   2.1139241e+00   1.3958486e+00
   5.3385000e-06   2.1139241e+00   1.3958486e+00
   5.3390000e-06   2.1139241e+00   1.3958486e+00
   5.3395000e-06   2.1139241e+00   1.3958486e+00
   5.3400000e-06   2.1139241e+00   1.3958486e+00
   5.3405000e-06   2.1139241e+00   1.3958486e+00
   5.3410000e-06   2.1139241e+00   1.3958486e+00
   5.3415000e-06   2.1139241e+00   1.3958486e+00
   5.3420000e-06   2.1139241e+00   1.3958486e+00
   5.3425000e-06   2.1139241e+00   1.3958486e+00
   5.3430000e-06   2.1139241e+00   1.3958486e+00
   5.3435000e-06   2.1139241e+00   1.3958486e+00
   5.3440000e-06   2.1139241e+00   1.3958486e+00
   5.3445000e-06   2.1139241e+00   1.3958486e+00
   5.3450000e-06   2.1139241e+00   1.3958486e+00
   5.3455000e-06   2.1139241e+00   1.3958486e+00
   5.3460000e-06   2.1139241e+00   1.3958486e+00
   5.3465000e-06   2.1139241e+00   1.3958486e+00
   5.3470000e-06   2.1139241e+00   1.3958486e+00
   5.3475000e-06   2.1139241e+00   1.3958486e+00
   5.3480000e-06   2.1139241e+00   1.3958486e+00
   5.3485000e-06   2.1139241e+00   1.3958486e+00
   5.3490000e-06   2.1139241e+00   1.3958486e+00
   5.3495000e-06   2.1139241e+00   1.3958486e+00
   5.3500000e-06   2.1139241e+00   1.3958486e+00
   5.3505000e-06   2.1139241e+00   1.3958486e+00
   5.3510000e-06   2.1139241e+00   1.3958486e+00
   5.3515000e-06   2.1139241e+00   1.3958486e+00
   5.3520000e-06   2.1139241e+00   1.3958486e+00
   5.3525000e-06   2.1139241e+00   1.3958486e+00
   5.3530000e-06   2.1139241e+00   1.3958486e+00
   5.3535000e-06   2.1139241e+00   1.3958486e+00
   5.3540000e-06   2.1139241e+00   1.3958486e+00
   5.3545000e-06   2.1139241e+00   1.3958486e+00
   5.3550000e-06   2.1139241e+00   1.3958486e+00
   5.3555000e-06   2.1139241e+00   1.3958486e+00
   5.3560000e-06   2.1139241e+00   1.3958486e+00
   5.3565000e-06   2.1139241e+00   1.3958486e+00
   5.3570000e-06   2.1139241e+00   1.3958486e+00
   5.3575000e-06   2.1139241e+00   1.3958486e+00
   5.3580000e-06   2.1139241e+00   1.3958486e+00
   5.3585000e-06   2.1139241e+00   1.3958486e+00
   5.3590000e-06   2.1139241e+00   1.3958486e+00
   5.3595000e-06   2.1139241e+00   1.3958486e+00
   5.3600000e-06   2.1139241e+00   1.3958486e+00
   5.3605000e-06   2.1139241e+00   1.3958486e+00
   5.3610000e-06   2.1139241e+00   1.3958486e+00
   5.3615000e-06   2.1139241e+00   1.3958486e+00
   5.3620000e-06   2.1139241e+00   1.3958486e+00
   5.3625000e-06   2.1139241e+00   1.3958486e+00
   5.3630000e-06   2.1139241e+00   1.3958486e+00
   5.3635000e-06   2.1139241e+00   1.3958486e+00
   5.3640000e-06   2.1139241e+00   1.3958486e+00
   5.3645000e-06   2.1012658e+00   1.4014181e+00
   5.3650000e-06   2.1012658e+00   1.4014181e+00
   5.3655000e-06   2.1012658e+00   1.4014181e+00
   5.3660000e-06   2.1012658e+00   1.4014181e+00
   5.3665000e-06   2.1012658e+00   1.4014181e+00
   5.3670000e-06   2.1012658e+00   1.4014181e+00
   5.3675000e-06   2.1012658e+00   1.4014181e+00
   5.3680000e-06   2.1012658e+00   1.4014181e+00
   5.3685000e-06   2.1012658e+00   1.4014181e+00
   5.3690000e-06   2.1012658e+00   1.4014181e+00
   5.3695000e-06   2.1012658e+00   1.4014181e+00
   5.3700000e-06   2.1012658e+00   1.4014181e+00
   5.3705000e-06   2.1012658e+00   1.4014181e+00
   5.3710000e-06   2.1012658e+00   1.4014181e+00
   5.3715000e-06   2.1012658e+00   1.4014181e+00
   5.3720000e-06   2.1012658e+00   1.4014181e+00
   5.3725000e-06   2.0886076e+00   1.3885048e+00
   5.3730000e-06   2.0886076e+00   1.3885048e+00
   5.3735000e-06   2.0759494e+00   1.3846424e+00
   5.3740000e-06   2.0759494e+00   1.3846424e+00
   5.3745000e-06   2.0759494e+00   1.3846424e+00
   5.3750000e-06   2.0759494e+00   1.3846424e+00
   5.3755000e-06   2.0759494e+00   1.3846424e+00
   5.3760000e-06   2.0759494e+00   1.3846424e+00
   5.3765000e-06   2.0759494e+00   1.3846424e+00
   5.3770000e-06   2.0759494e+00   1.3846424e+00
   5.3775000e-06   2.0632911e+00   1.3899066e+00
   5.3780000e-06   2.0632911e+00   1.3899066e+00
   5.3785000e-06   2.0506329e+00   1.3765316e+00
   5.3790000e-06   2.0506329e+00   1.3765316e+00
   5.3795000e-06   2.0506329e+00   1.3765316e+00
   5.3800000e-06   2.0506329e+00   1.3765316e+00
   5.3805000e-06   2.0506329e+00   1.3765316e+00
   5.3810000e-06   2.0506329e+00   1.3765316e+00
   5.3815000e-06   2.0506329e+00   1.3765316e+00
   5.3820000e-06   2.0506329e+00   1.3765316e+00
   5.3825000e-06   2.0506329e+00   1.3765316e+00
   5.3830000e-06   2.0379747e+00   1.3815918e+00
   5.3835000e-06   2.0379747e+00   1.3815918e+00
   5.3840000e-06   2.0379747e+00   1.3815918e+00
   5.3845000e-06   2.0379747e+00   1.3815918e+00
   5.3850000e-06   2.0379747e+00   1.3815918e+00
   5.3855000e-06   2.0379747e+00   1.3815918e+00
   5.3860000e-06   2.0379747e+00   1.3815918e+00
   5.3865000e-06   2.0379747e+00   1.3815918e+00
   5.3870000e-06   2.0379747e+00   1.3815918e+00
   5.3875000e-06   2.0379747e+00   1.3815918e+00
   5.3880000e-06   2.0379747e+00   1.3815918e+00
   5.3885000e-06   2.0379747e+00   1.3815918e+00
   5.3890000e-06   2.0379747e+00   1.3815918e+00
   5.3895000e-06   2.0379747e+00   1.3815918e+00
   5.3900000e-06   2.0379747e+00   1.3815918e+00
   5.3905000e-06   2.0379747e+00   1.3815918e+00
   5.3910000e-06   2.0379747e+00   1.3815918e+00
   5.3915000e-06   2.0379747e+00   1.3815918e+00
   5.3920000e-06   2.0379747e+00   1.3815918e+00
   5.3925000e-06   2.0379747e+00   1.3815918e+00
   5.3930000e-06   2.0379747e+00   1.3815918e+00
   5.3935000e-06   2.0379747e+00   1.3815918e+00
   5.3940000e-06   2.0379747e+00   1.3815918e+00
   5.3945000e-06   2.0379747e+00   1.3815918e+00
   5.3950000e-06   2.0379747e+00   1.3815918e+00
   5.3955000e-06   2.0379747e+00   1.3815918e+00
   5.3960000e-06   2.0379747e+00   1.3815918e+00
   5.3965000e-06   2.0379747e+00   1.3815918e+00
   5.3970000e-06   2.0379747e+00   1.3815918e+00
   5.3975000e-06   2.0253165e+00   1.3865164e+00
   5.3980000e-06   2.0253165e+00   1.3865164e+00
   5.3985000e-06   2.0253165e+00   1.3865164e+00
   5.3990000e-06   2.0253165e+00   1.3865164e+00
   5.3995000e-06   2.0253165e+00   1.3865164e+00
   5.4000000e-06   2.0253165e+00   1.3865164e+00
   5.4005000e-06   2.0253165e+00   1.3865164e+00
   5.4010000e-06   2.0253165e+00   1.3865164e+00
   5.4015000e-06   2.0253165e+00   1.3865164e+00
   5.4020000e-06   2.0253165e+00   1.3865164e+00
   5.4025000e-06   2.0253165e+00   1.3865164e+00
   5.4030000e-06   2.0253165e+00   1.3865164e+00
   5.4035000e-06   2.0253165e+00   1.3865164e+00
   5.4040000e-06   2.0253165e+00   1.3865164e+00
   5.4045000e-06   2.0253165e+00   1.3865164e+00
   5.4050000e-06   2.0253165e+00   1.3865164e+00
   5.4055000e-06   2.0253165e+00   1.3865164e+00
   5.4060000e-06   2.0253165e+00   1.3865164e+00
   5.4065000e-06   2.0253165e+00   1.3865164e+00
   5.4070000e-06   2.0253165e+00   1.3865164e+00
   5.4075000e-06   2.0253165e+00   1.3865164e+00
   5.4080000e-06   2.0253165e+00   1.3865164e+00
   5.4085000e-06   2.0253165e+00   1.3865164e+00
   5.4090000e-06   2.0253165e+00   1.3865164e+00
   5.4095000e-06   2.0253165e+00   1.3865164e+00
   5.4100000e-06   2.0253165e+00   1.3865164e+00
   5.4105000e-06   2.0126582e+00   1.3913070e+00
   5.4110000e-06   2.0126582e+00   1.3913070e+00
   5.4115000e-06   2.0126582e+00   1.3913070e+00
   5.4120000e-06   2.0126582e+00   1.3913070e+00
   5.4125000e-06   2.0126582e+00   1.3913070e+00
   5.4130000e-06   2.0126582e+00   1.3913070e+00
   5.4135000e-06   2.0126582e+00   1.3913070e+00
   5.4140000e-06   2.0126582e+00   1.3913070e+00
   5.4145000e-06   2.0126582e+00   1.3913070e+00
   5.4150000e-06   2.0126582e+00   1.3913070e+00
   5.4155000e-06   2.0126582e+00   1.3913070e+00
   5.4160000e-06   2.0126582e+00   1.3913070e+00
   5.4165000e-06   2.0126582e+00   1.3913070e+00
   5.4170000e-06   2.0126582e+00   1.3913070e+00
   5.4175000e-06   2.0126582e+00   1.3913070e+00
   5.4180000e-06   2.0126582e+00   1.3913070e+00
   5.4185000e-06   2.0126582e+00   1.3913070e+00
   5.4190000e-06   2.0126582e+00   1.3913070e+00
   5.4195000e-06   2.0126582e+00   1.3913070e+00
   5.4200000e-06   2.0126582e+00   1.3913070e+00
   5.4205000e-06   2.0126582e+00   1.3913070e+00
   5.4210000e-06   2.0126582e+00   1.3913070e+00
   5.4215000e-06   2.0126582e+00   1.3913070e+00
   5.4220000e-06   2.0126582e+00   1.3913070e+00
   5.4225000e-06   2.0126582e+00   1.3913070e+00
   5.4230000e-06   2.0126582e+00   1.3913070e+00
   5.4235000e-06   2.0126582e+00   1.3913070e+00
   5.4240000e-06   2.0126582e+00   1.3913070e+00
   5.4245000e-06   2.0126582e+00   1.3913070e+00
   5.4250000e-06   2.0126582e+00   1.3913070e+00
   5.4255000e-06   2.0126582e+00   1.3913070e+00
   5.4260000e-06   2.0126582e+00   1.3913070e+00
   5.4265000e-06   2.0126582e+00   1.3913070e+00
   5.4270000e-06   2.0126582e+00   1.3913070e+00
   5.4275000e-06   2.0126582e+00   1.3913070e+00
   5.4280000e-06   2.0126582e+00   1.3913070e+00
   5.4285000e-06   2.0126582e+00   1.3913070e+00
   5.4290000e-06   2.0126582e+00   1.3913070e+00
   5.4295000e-06   2.0126582e+00   1.3913070e+00
   5.4300000e-06   2.0126582e+00   1.3913070e+00
   5.4305000e-06   2.0000000e+00   1.3774745e+00
   5.4310000e-06   2.0000000e+00   1.3774745e+00
   5.4315000e-06   2.0000000e+00   1.3774745e+00
   5.4320000e-06   1.9873418e+00   1.3727538e+00
   5.4325000e-06   1.9873418e+00   1.3727538e+00
   5.4330000e-06   1.9746835e+00   1.3772388e+00
   5.4335000e-06   1.9746835e+00   1.3772388e+00
   5.4340000e-06   1.9746835e+00   1.3772388e+00
   5.4345000e-06   1.9746835e+00   1.3772388e+00
   5.4350000e-06   1.9746835e+00   1.3772388e+00
   5.4355000e-06   1.9746835e+00   1.3772388e+00
   5.4360000e-06   1.9746835e+00   1.3772388e+00
   5.4365000e-06   1.9746835e+00   1.3772388e+00
   5.4370000e-06   1.9746835e+00   1.3772388e+00
   5.4375000e-06   1.9746835e+00   1.3772388e+00
   5.4380000e-06   1.9746835e+00   1.3772388e+00
   5.4385000e-06   1.9746835e+00   1.3772388e+00
   5.4390000e-06   1.9746835e+00   1.3772388e+00
   5.4395000e-06   1.9746835e+00   1.3772388e+00
   5.4400000e-06   1.9746835e+00   1.3772388e+00
   5.4405000e-06   1.9746835e+00   1.3772388e+00
   5.4410000e-06   1.9746835e+00   1.3772388e+00
   5.4415000e-06   1.9746835e+00   1.3772388e+00
   5.4420000e-06   1.9746835e+00   1.3772388e+00
   5.4425000e-06   1.9746835e+00   1.3772388e+00
   5.4430000e-06   1.9746835e+00   1.3772388e+00
   5.4435000e-06   1.9746835e+00   1.3772388e+00
   5.4440000e-06   1.9746835e+00   1.3772388e+00
   5.4445000e-06   1.9746835e+00   1.3772388e+00
   5.4450000e-06   1.9746835e+00   1.3772388e+00
   5.4455000e-06   1.9746835e+00   1.3772388e+00
   5.4460000e-06   1.9746835e+00   1.3772388e+00
   5.4465000e-06   1.9746835e+00   1.3772388e+00
   5.4470000e-06   1.9746835e+00   1.3772388e+00
   5.4475000e-06   1.9746835e+00   1.3772388e+00
   5.4480000e-06   1.9746835e+00   1.3772388e+00
   5.4485000e-06   1.9746835e+00   1.3772388e+00
   5.4490000e-06   1.9746835e+00   1.3772388e+00
   5.4495000e-06   1.9746835e+00   1.3772388e+00
   5.4500000e-06   1.9746835e+00   1.3772388e+00
   5.4505000e-06   1.9746835e+00   1.3772388e+00
   5.4510000e-06   1.9746835e+00   1.3772388e+00
   5.4515000e-06   1.9746835e+00   1.3772388e+00
   5.4520000e-06   1.9746835e+00   1.3772388e+00
   5.4525000e-06   1.9746835e+00   1.3772388e+00
   5.4530000e-06   1.9746835e+00   1.3772388e+00
   5.4535000e-06   1.9746835e+00   1.3772388e+00
   5.4540000e-06   1.9746835e+00   1.3772388e+00
   5.4545000e-06   1.9746835e+00   1.3772388e+00
   5.4550000e-06   1.9746835e+00   1.3772388e+00
   5.4555000e-06   1.9746835e+00   1.3772388e+00
   5.4560000e-06   1.9746835e+00   1.3772388e+00
   5.4565000e-06   1.9746835e+00   1.3772388e+00
   5.4570000e-06   1.9746835e+00   1.3772388e+00
   5.4575000e-06   1.9746835e+00   1.3772388e+00
   5.4580000e-06   1.9746835e+00   1.3772388e+00
   5.4585000e-06   1.9746835e+00   1.3772388e+00
   5.4590000e-06   1.9746835e+00   1.3772388e+00
   5.4595000e-06   1.9746835e+00   1.3772388e+00
   5.4600000e-06   1.9746835e+00   1.3772388e+00
   5.4605000e-06   1.9746835e+00   1.3772388e+00
   5.4610000e-06   1.9746835e+00   1.3772388e+00
   5.4615000e-06   1.9746835e+00   1.3772388e+00
   5.4620000e-06   1.9620253e+00   1.3815918e+00
   5.4625000e-06   1.9620253e+00   1.3815918e+00
   5.4630000e-06   1.9620253e+00   1.3815918e+00
   5.4635000e-06   1.9620253e+00   1.3815918e+00
   5.4640000e-06   1.9620253e+00   1.3815918e+00
   5.4645000e-06   1.9620253e+00   1.3815918e+00
   5.4650000e-06   1.9620253e+00   1.3815918e+00
   5.4655000e-06   1.9620253e+00   1.3815918e+00
   5.4660000e-06   1.9620253e+00   1.3815918e+00
   5.4665000e-06   1.9493671e+00   1.3671863e+00
   5.4670000e-06   1.9493671e+00   1.3671863e+00
   5.4675000e-06   1.9493671e+00   1.3671863e+00
   5.4680000e-06   1.9493671e+00   1.3671863e+00
   5.4685000e-06   1.9493671e+00   1.3671863e+00
   5.4690000e-06   1.9493671e+00   1.3671863e+00
   5.4695000e-06   1.9493671e+00   1.3671863e+00
   5.4700000e-06   1.9493671e+00   1.3671863e+00
   5.4705000e-06   1.9493671e+00   1.3671863e+00
   5.4710000e-06   1.9493671e+00   1.3671863e+00
   5.4715000e-06   1.9493671e+00   1.3671863e+00
   5.4720000e-06   1.9367089e+00   1.3429949e+00
   5.4725000e-06   1.9367089e+00   1.3429949e+00
   5.4730000e-06   1.9367089e+00   1.3429949e+00
   5.4735000e-06   1.9367089e+00   1.3429949e+00
   5.4740000e-06   1.9367089e+00   1.3429949e+00
   5.4745000e-06   1.9367089e+00   1.3429949e+00
   5.4750000e-06   1.9367089e+00   1.3429949e+00
   5.4755000e-06   1.9367089e+00   1.3429949e+00
   5.4760000e-06   1.9367089e+00   1.3429949e+00
   5.4765000e-06   1.9367089e+00   1.3429949e+00
   5.4770000e-06   1.9367089e+00   1.3429949e+00
   5.4775000e-06   1.9367089e+00   1.3429949e+00
   5.4780000e-06   1.9367089e+00   1.3429949e+00
   5.4785000e-06   1.9367089e+00   1.3429949e+00
   5.4790000e-06   1.9367089e+00   1.3429949e+00
   5.4795000e-06   1.9367089e+00   1.3429949e+00
   5.4800000e-06   1.9367089e+00   1.3429949e+00
   5.4805000e-06   1.9367089e+00   1.3429949e+00
   5.4810000e-06   1.9367089e+00   1.3429949e+00
   5.4815000e-06   1.9367089e+00   1.3429949e+00
   5.4820000e-06   1.9367089e+00   1.3429949e+00
   5.4825000e-06   1.9367089e+00   1.3429949e+00
   5.4830000e-06   1.9367089e+00   1.3429949e+00
   5.4835000e-06   1.9367089e+00   1.3429949e+00
   5.4840000e-06   1.9367089e+00   1.3429949e+00
   5.4845000e-06   1.9367089e+00   1.3429949e+00
   5.4850000e-06   1.9367089e+00   1.3429949e+00
   5.4855000e-06   1.9367089e+00   1.3429949e+00
   5.4860000e-06   1.9367089e+00   1.3429949e+00
   5.4865000e-06   1.9367089e+00   1.3429949e+00
   5.4870000e-06   1.9367089e+00   1.3429949e+00
