time (s)        Na         STDEV
   1.7625000e-06   2.6443038e+01   4.7764026e+00
   1.7630000e-06   2.6392405e+01   4.7566895e+00
   1.7635000e-06   2.6392405e+01   4.7566895e+00
   1.7640000e-06   2.6392405e+01   4.7566895e+00
   1.7645000e-06   2.6379747e+01   4.7563825e+00
   1.7650000e-06   2.6367089e+01   4.7614295e+00
   1.7655000e-06   2.6367089e+01   4.7614295e+00
   1.7660000e-06   2.6367089e+01   4.7614295e+00
   1.7665000e-06   2.6367089e+01   4.7614295e+00
   1.7670000e-06   2.6367089e+01   4.7614295e+00
   1.7675000e-06   2.6367089e+01   4.7614295e+00
   1.7680000e-06   2.6341772e+01   4.7498612e+00
   1.7685000e-06   2.6329114e+01   4.7386072e+00
   1.7690000e-06   2.6329114e+01   4.7386072e+00
   1.7695000e-06   2.6329114e+01   4.7386072e+00
   1.7700000e-06   2.6303797e+01   4.7023028e+00
   1.7705000e-06   2.6303797e+01   4.7023028e+00
   1.7710000e-06   2.6265823e+01   4.6841491e+00
   1.7715000e-06   2.6253165e+01   4.6862274e+00
   1.7720000e-06   2.6240506e+01   4.6964667e+00
   1.7725000e-06   2.6240506e+01   4.6964667e+00
   1.7730000e-06   2.6240506e+01   4.6964667e+00
   1.7735000e-06   2.6240506e+01   4.6964667e+00
   1.7740000e-06   2.6240506e+01   4.6964667e+00
   1.7745000e-06   2.6227848e+01   4.6875431e+00
   1.7750000e-06   2.6215190e+01   4.7086143e+00
   1.7755000e-06   2.6202532e+01   4.7295572e+00
   1.7760000e-06   2.6202532e+01   4.7295572e+00
   1.7765000e-06   2.6189873e+01   4.7151582e+00
   1.7770000e-06   2.6189873e+01   4.7151582e+00
   1.7775000e-06   2.6189873e+01   4.7151582e+00
   1.7780000e-06   2.6189873e+01   4.7151582e+00
   1.7785000e-06   2.6164557e+01   4.7161218e+00
   1.7790000e-06   2.6164557e+01   4.7161218e+00
   1.7795000e-06   2.6151899e+01   4.6961212e+00
   1.7800000e-06   2.6151899e+01   4.6961212e+00
   1.7805000e-06   2.6139241e+01   4.6924221e+00
   1.7810000e-06   2.6113924e+01   4.6574653e+00
   1.7815000e-06   2.6113924e+01   4.6574653e+00
   1.7820000e-06   2.6101266e+01   4.6810993e+00
   1.7825000e-06   2.6101266e+01   4.6810993e+00
   1.7830000e-06   2.6075949e+01   4.6979869e+00
   1.7835000e-06   2.6063291e+01   4.7240296e+00
   1.7840000e-06   2.6050633e+01   4.7092346e+00
   1.7845000e-06   2.6050633e+01   4.7092346e+00
   1.7850000e-06   2.6025316e+01   4.6848766e+00
   1.7855000e-06   2.6012658e+01   4.6890316e+00
   1.7860000e-06   2.6012658e+01   4.6890316e+00
   1.7865000e-06   2.6000000e+01   4.6876816e+00
   1.7870000e-06   2.5987342e+01   4.6999555e+00
   1.7875000e-06   2.5987342e+01   4.6999555e+00
   1.7880000e-06   2.5987342e+01   4.6999555e+00
   1.7885000e-06   2.5987342e+01   4.6999555e+00
   1.7890000e-06   2.5987342e+01   4.6999555e+00
   1.7895000e-06   2.5974684e+01   4.6739175e+00
   1.7900000e-06   2.5962025e+01   4.6669680e+00
   1.7905000e-06   2.5949367e+01   4.6627238e+00
   1.7910000e-06   2.5911392e+01   4.6497584e+00
   1.7915000e-06   2.5911392e+01   4.6497584e+00
   1.7920000e-06   2.5886076e+01   4.6657160e+00
   1.7925000e-06   2.5873418e+01   4.6722506e+00
   1.7930000e-06   2.5873418e+01   4.6722506e+00
   1.7935000e-06   2.5848101e+01   4.7097515e+00
   1.7940000e-06   2.5822785e+01   4.7197335e+00
   1.7945000e-06   2.5810127e+01   4.7314441e+00
   1.7950000e-06   2.5772152e+01   4.7039246e+00
   1.7955000e-06   2.5759494e+01   4.7019232e+00
   1.7960000e-06   2.5746835e+01   4.6998864e+00
   1.7965000e-06   2.5734177e+01   4.7032691e+00
   1.7970000e-06   2.5708861e+01   4.7397714e+00
   1.7975000e-06   2.5683544e+01   4.7354211e+00
   1.7980000e-06   2.5683544e+01   4.7354211e+00
   1.7985000e-06   2.5683544e+01   4.7354211e+00
   1.7990000e-06   2.5658228e+01   4.7498612e+00
   1.7995000e-06   2.5658228e+01   4.7498612e+00
   1.8000000e-06   2.5658228e+01   4.7498612e+00
   1.8005000e-06   2.5645570e+01   4.7313412e+00
   1.8010000e-06   2.5645570e+01   4.7313412e+00
   1.8015000e-06   2.5632911e+01   4.7181516e+00
   1.8020000e-06   2.5607595e+01   4.7215212e+00
   1.8025000e-06   2.5594937e+01   4.7109229e+00
   1.8030000e-06   2.5582278e+01   4.6975378e+00
   1.8035000e-06   2.5569620e+01   4.6977451e+00
   1.8040000e-06   2.5569620e+01   4.6977451e+00
   1.8045000e-06   2.5556962e+01   4.6897237e+00
   1.8050000e-06   2.5544304e+01   4.6761738e+00
   1.8055000e-06   2.5531646e+01   4.6735355e+00
   1.8060000e-06   2.5531646e+01   4.6735355e+00
   1.8065000e-06   2.5518987e+01   4.6736050e+00
   1.8070000e-06   2.5493671e+01   4.6543980e+00
   1.8075000e-06   2.5481013e+01   4.6543632e+00
   1.8080000e-06   2.5468354e+01   4.6377366e+00
   1.8085000e-06   2.5468354e+01   4.6377366e+00
   1.8090000e-06   2.5455696e+01   4.6486763e+00
   1.8095000e-06   2.5430380e+01   4.6511194e+00
   1.8100000e-06   2.5417722e+01   4.6729105e+00
   1.8105000e-06   2.5417722e+01   4.6729105e+00
   1.8110000e-06   2.5405063e+01   4.6836294e+00
   1.8115000e-06   2.5392405e+01   4.6942893e+00
   1.8120000e-06   2.5379747e+01   4.6939781e+00
   1.8125000e-06   2.5379747e+01   4.6939781e+00
   1.8130000e-06   2.5379747e+01   4.6939781e+00
   1.8135000e-06   2.5379747e+01   4.6939781e+00
   1.8140000e-06   2.5367089e+01   4.6909001e+00
   1.8145000e-06   2.5367089e+01   4.6909001e+00
   1.8150000e-06   2.5367089e+01   4.6909001e+00
   1.8155000e-06   2.5367089e+01   4.6909001e+00
   1.8160000e-06   2.5367089e+01   4.6909001e+00
   1.8165000e-06   2.5367089e+01   4.6909001e+00
   1.8170000e-06   2.5367089e+01   4.6909001e+00
   1.8175000e-06   2.5354430e+01   4.6987122e+00
   1.8180000e-06   2.5354430e+01   4.6987122e+00
   1.8185000e-06   2.5341772e+01   4.6873700e+00
   1.8190000e-06   2.5329114e+01   4.6869199e+00
   1.8195000e-06   2.5316456e+01   4.6946350e+00
   1.8200000e-06   2.5303797e+01   4.6995756e+00
   1.8205000e-06   2.5303797e+01   4.6995756e+00
   1.8210000e-06   2.5265823e+01   4.6978142e+00
   1.8215000e-06   2.5240506e+01   4.6991958e+00
   1.8220000e-06   2.5240506e+01   4.6991958e+00
   1.8225000e-06   2.5240506e+01   4.6991958e+00
   1.8230000e-06   2.5227848e+01   4.6848073e+00
   1.8235000e-06   2.5215190e+01   4.6675939e+00
   1.8240000e-06   2.5202532e+01   4.6612966e+00
   1.8245000e-06   2.5202532e+01   4.6612966e+00
   1.8250000e-06   2.5202532e+01   4.6612966e+00
   1.8255000e-06   2.5202532e+01   4.6612966e+00
   1.8260000e-06   2.5202532e+01   4.6612966e+00
   1.8265000e-06   2.5189873e+01   4.6906234e+00
   1.8270000e-06   2.5189873e+01   4.6906234e+00
   1.8275000e-06   2.5189873e+01   4.6906234e+00
   1.8280000e-06   2.5177215e+01   4.6870238e+00
   1.8285000e-06   2.5177215e+01   4.6870238e+00
   1.8290000e-06   2.5177215e+01   4.6870238e+00
   1.8295000e-06   2.5164557e+01   4.6724242e+00
   1.8300000e-06   2.5101266e+01   4.6646377e+00
   1.8305000e-06   2.5075949e+01   4.6761044e+00
   1.8310000e-06   2.5075949e+01   4.6761044e+00
   1.8315000e-06   2.5050633e+01   4.6764515e+00
   1.8320000e-06   2.5000000e+01   4.7122318e+00
   1.8325000e-06   2.4987342e+01   4.7135747e+00
   1.8330000e-06   2.4987342e+01   4.7135747e+00
   1.8335000e-06   2.4974684e+01   4.7230333e+00
   1.8340000e-06   2.4962025e+01   4.7459647e+00
   1.8345000e-06   2.4924051e+01   4.7576447e+00
   1.8350000e-06   2.4898734e+01   4.7679349e+00
   1.8355000e-06   2.4898734e+01   4.7679349e+00
   1.8360000e-06   2.4886076e+01   4.7582246e+00
   1.8365000e-06   2.4873418e+01   4.7646322e+00
   1.8370000e-06   2.4835443e+01   4.7459305e+00
   1.8375000e-06   2.4822785e+01   4.7278756e+00
   1.8380000e-06   2.4810127e+01   4.7151582e+00
   1.8385000e-06   2.4784810e+01   4.7222085e+00
   1.8390000e-06   2.4784810e+01   4.7222085e+00
   1.8395000e-06   2.4784810e+01   4.7222085e+00
   1.8400000e-06   2.4784810e+01   4.7222085e+00
   1.8405000e-06   2.4746835e+01   4.7080628e+00
   1.8410000e-06   2.4734177e+01   4.7087177e+00
   1.8415000e-06   2.4721519e+01   4.6929754e+00
   1.8420000e-06   2.4708861e+01   4.7126450e+00
   1.8425000e-06   2.4708861e+01   4.7126450e+00
   1.8430000e-06   2.4708861e+01   4.7126450e+00
   1.8435000e-06   2.4696203e+01   4.6968468e+00
   1.8440000e-06   2.4683544e+01   4.6891700e+00
   1.8445000e-06   2.4658228e+01   4.6791575e+00
   1.8450000e-06   2.4658228e+01   4.6791575e+00
   1.8455000e-06   2.4658228e+01   4.6791575e+00
   1.8460000e-06   2.4658228e+01   4.6791575e+00
   1.8465000e-06   2.4632911e+01   4.6854308e+00
   1.8470000e-06   2.4632911e+01   4.6854308e+00
   1.8475000e-06   2.4632911e+01   4.6854308e+00
   1.8480000e-06   2.4632911e+01   4.6854308e+00
   1.8485000e-06   2.4620253e+01   4.6528287e+00
   1.8490000e-06   2.4620253e+01   4.6528287e+00
   1.8495000e-06   2.4607595e+01   4.6476289e+00
   1.8500000e-06   2.4607595e+01   4.6476289e+00
   1.8505000e-06   2.4582278e+01   4.6866083e+00
   1.8510000e-06   2.4582278e+01   4.6866083e+00
   1.8515000e-06   2.4582278e+01   4.6866083e+00
   1.8520000e-06   2.4569620e+01   4.6895507e+00
   1.8525000e-06   2.4556962e+01   4.7115429e+00
   1.8530000e-06   2.4556962e+01   4.7115429e+00
   1.8535000e-06   2.4544304e+01   4.7062355e+00
   1.8540000e-06   2.4531646e+01   4.6926988e+00
   1.8545000e-06   2.4531646e+01   4.6926988e+00
   1.8550000e-06   2.4518987e+01   4.6845648e+00
   1.8555000e-06   2.4518987e+01   4.6845648e+00
   1.8560000e-06   2.4518987e+01   4.6845648e+00
   1.8565000e-06   2.4518987e+01   4.6845648e+00
   1.8570000e-06   2.4518987e+01   4.6845648e+00
   1.8575000e-06   2.4493671e+01   4.6763821e+00
   1.8580000e-06   2.4455696e+01   4.6624453e+00
   1.8585000e-06   2.4430380e+01   4.6566290e+00
   1.8590000e-06   2.4405063e+01   4.6479082e+00
   1.8595000e-06   2.4392405e+01   4.6310483e+00
   1.8600000e-06   2.4392405e+01   4.6310483e+00
   1.8605000e-06   2.4379747e+01   4.6555834e+00
   1.8610000e-06   2.4367089e+01   4.6386813e+00
   1.8615000e-06   2.4367089e+01   4.6386813e+00
   1.8620000e-06   2.4354430e+01   4.6520962e+00
   1.8625000e-06   2.4341772e+01   4.6654378e+00
   1.8630000e-06   2.4316456e+01   4.6864352e+00
   1.8635000e-06   2.4303797e+01   4.6968468e+00
   1.8640000e-06   2.4291139e+01   4.7044766e+00
   1.8645000e-06   2.4278481e+01   4.6957065e+00
   1.8650000e-06   2.4278481e+01   4.6957065e+00
   1.8655000e-06   2.4278481e+01   4.6957065e+00
   1.8660000e-06   2.4265823e+01   4.6896199e+00
   1.8665000e-06   2.4253165e+01   4.6780128e+00
   1.8670000e-06   2.4253165e+01   4.6780128e+00
   1.8675000e-06   2.4253165e+01   4.6780128e+00
   1.8680000e-06   2.4227848e+01   4.6573608e+00
   1.8685000e-06   2.4227848e+01   4.6573608e+00
   1.8690000e-06   2.4227848e+01   4.6573608e+00
   1.8695000e-06   2.4227848e+01   4.6573608e+00
   1.8700000e-06   2.4227848e+01   4.6573608e+00
   1.8705000e-06   2.4227848e+01   4.6573608e+00
   1.8710000e-06   2.4227848e+01   4.6573608e+00
   1.8715000e-06   2.4215190e+01   4.6675939e+00
   1.8720000e-06   2.4164557e+01   4.6915920e+00
   1.8725000e-06   2.4139241e+01   4.7196647e+00
   1.8730000e-06   2.4139241e+01   4.7196647e+00
   1.8735000e-06   2.4126582e+01   4.7268114e+00
   1.8740000e-06   2.4126582e+01   4.7268114e+00
   1.8745000e-06   2.4126582e+01   4.7268114e+00
   1.8750000e-06   2.4113924e+01   4.7420307e+00
   1.8755000e-06   2.4113924e+01   4.7420307e+00
   1.8760000e-06   2.4113924e+01   4.7420307e+00
   1.8765000e-06   2.4101266e+01   4.7409697e+00
   1.8770000e-06   2.4101266e+01   4.7409697e+00
   1.8775000e-06   2.4088608e+01   4.7263307e+00
   1.8780000e-06   2.4063291e+01   4.7429888e+00
   1.8785000e-06   2.4063291e+01   4.7429888e+00
   1.8790000e-06   2.4050633e+01   4.7471955e+00
   1.8795000e-06   2.4037975e+01   4.7432625e+00
   1.8800000e-06   2.4025316e+01   4.7338787e+00
   1.8805000e-06   2.4012658e+01   4.7649728e+00
   1.8810000e-06   2.4000000e+01   4.7690240e+00
   1.8815000e-06   2.4000000e+01   4.7690240e+00
   1.8820000e-06   2.4000000e+01   4.7690240e+00
   1.8825000e-06   2.3987342e+01   4.7837698e+00
   1.8830000e-06   2.3987342e+01   4.7837698e+00
   1.8835000e-06   2.3987342e+01   4.7837698e+00
   1.8840000e-06   2.3974684e+01   4.7554953e+00
   1.8845000e-06   2.3936709e+01   4.7699427e+00
   1.8850000e-06   2.3936709e+01   4.7699427e+00
   1.8855000e-06   2.3936709e+01   4.7699427e+00
   1.8860000e-06   2.3936709e+01   4.7699427e+00
   1.8865000e-06   2.3936709e+01   4.7699427e+00
   1.8870000e-06   2.3911392e+01   4.7587702e+00
   1.8875000e-06   2.3911392e+01   4.7587702e+00
   1.8880000e-06   2.3911392e+01   4.7587702e+00
   1.8885000e-06   2.3911392e+01   4.7587702e+00
   1.8890000e-06   2.3911392e+01   4.7587702e+00
   1.8895000e-06   2.3898734e+01   4.7598614e+00
   1.8900000e-06   2.3898734e+01   4.7598614e+00
   1.8905000e-06   2.3898734e+01   4.7598614e+00
   1.8910000e-06   2.3886076e+01   4.7528327e+00
   1.8915000e-06   2.3886076e+01   4.7528327e+00
   1.8920000e-06   2.3873418e+01   4.7619407e+00
   1.8925000e-06   2.3873418e+01   4.7619407e+00
   1.8930000e-06   2.3873418e+01   4.7619407e+00
   1.8935000e-06   2.3860759e+01   4.7305179e+00
   1.8940000e-06   2.3848101e+01   4.7260560e+00
   1.8945000e-06   2.3810127e+01   4.6988159e+00
   1.8950000e-06   2.3797468e+01   4.7159841e+00
   1.8955000e-06   2.3784810e+01   4.7004388e+00
   1.8960000e-06   2.3772152e+01   4.6984705e+00
   1.8965000e-06   2.3759494e+01   4.7100961e+00
   1.8970000e-06   2.3734177e+01   4.7277383e+00
   1.8975000e-06   2.3734177e+01   4.7277383e+00
   1.8980000e-06   2.3734177e+01   4.7277383e+00
   1.8985000e-06   2.3721519e+01   4.7229302e+00
   1.8990000e-06   2.3721519e+01   4.7229302e+00
   1.8995000e-06   2.3708861e+01   4.6962940e+00
   1.9000000e-06   2.3696203e+01   4.6941164e+00
   1.9005000e-06   2.3670886e+01   4.7060286e+00
   1.9010000e-06   2.3658228e+01   4.7173604e+00
   1.9015000e-06   2.3645570e+01   4.7123351e+00
   1.9020000e-06   2.3632911e+01   4.6963631e+00
   1.9025000e-06   2.3632911e+01   4.6963631e+00
   1.9030000e-06   2.3632911e+01   4.6963631e+00
   1.9035000e-06   2.3632911e+01   4.6963631e+00
   1.9040000e-06   2.3632911e+01   4.6963631e+00
   1.9045000e-06   2.3620253e+01   4.7048905e+00
   1.9050000e-06   2.3620253e+01   4.7048905e+00
   1.9055000e-06   2.3607595e+01   4.6970196e+00
   1.9060000e-06   2.3607595e+01   4.6970196e+00
   1.9065000e-06   2.3607595e+01   4.6970196e+00
   1.9070000e-06   2.3582278e+01   4.7057183e+00
   1.9075000e-06   2.3544304e+01   4.7306894e+00
   1.9080000e-06   2.3544304e+01   4.7306894e+00
   1.9085000e-06   2.3531646e+01   4.7389154e+00
   1.9090000e-06   2.3518987e+01   4.7254379e+00
   1.9095000e-06   2.3518987e+01   4.7254379e+00
   1.9100000e-06   2.3518987e+01   4.7254379e+00
   1.9105000e-06   2.3518987e+01   4.7254379e+00
   1.9110000e-06   2.3518987e+01   4.7254379e+00
   1.9115000e-06   2.3493671e+01   4.7146075e+00
   1.9120000e-06   2.3493671e+01   4.7146075e+00
   1.9125000e-06   2.3481013e+01   4.7009567e+00
   1.9130000e-06   2.3481013e+01   4.7009567e+00
   1.9135000e-06   2.3481013e+01   4.7009567e+00
   1.9140000e-06   2.3481013e+01   4.7009567e+00
   1.9145000e-06   2.3481013e+01   4.7009567e+00
   1.9150000e-06   2.3481013e+01   4.7009567e+00
   1.9155000e-06   2.3468354e+01   4.6872315e+00
   1.9160000e-06   2.3468354e+01   4.6872315e+00
   1.9165000e-06   2.3430380e+01   4.6868161e+00
   1.9170000e-06   2.3417722e+01   4.6866083e+00
   1.9175000e-06   2.3417722e+01   4.6866083e+00
   1.9180000e-06   2.3392405e+01   4.6614010e+00
   1.9185000e-06   2.3379747e+01   4.6720769e+00
   1.9190000e-06   2.3379747e+01   4.6720769e+00
   1.9195000e-06   2.3379747e+01   4.6720769e+00
   1.9200000e-06   2.3379747e+01   4.6720769e+00
   1.9205000e-06   2.3354430e+01   4.6576047e+00
   1.9210000e-06   2.3316456e+01   4.6507355e+00
   1.9215000e-06   2.3316456e+01   4.6507355e+00
   1.9220000e-06   2.3291139e+01   4.6606699e+00
   1.9225000e-06   2.3291139e+01   4.6606699e+00
   1.9230000e-06   2.3278481e+01   4.6655769e+00
   1.9235000e-06   2.3265823e+01   4.6786719e+00
   1.9240000e-06   2.3265823e+01   4.6786719e+00
   1.9245000e-06   2.3253165e+01   4.6780128e+00
   1.9250000e-06   2.3253165e+01   4.6780128e+00
   1.9255000e-06   2.3227848e+01   4.6490952e+00
   1.9260000e-06   2.3215190e+01   4.6620973e+00
   1.9265000e-06   2.3215190e+01   4.6620973e+00
   1.9270000e-06   2.3215190e+01   4.6620973e+00
   1.9275000e-06   2.3215190e+01   4.6620973e+00
   1.9280000e-06   2.3215190e+01   4.6620973e+00
   1.9285000e-06   2.3215190e+01   4.6620973e+00
   1.9290000e-06   2.3202532e+01   4.6777700e+00
   1.9295000e-06   2.3189873e+01   4.6604609e+00
   1.9300000e-06   2.3189873e+01   4.6604609e+00
   1.9305000e-06   2.3177215e+01   4.6788106e+00
   1.9310000e-06   2.3164557e+01   4.6970541e+00
   1.9315000e-06   2.3164557e+01   4.6970541e+00
   1.9320000e-06   2.3164557e+01   4.6970541e+00
   1.9325000e-06   2.3126582e+01   4.7023374e+00
   1.9330000e-06   2.3113924e+01   4.7094758e+00
   1.9335000e-06   2.3113924e+01   4.7094758e+00
   1.9340000e-06   2.3113924e+01   4.7094758e+00
   1.9345000e-06   2.3101266e+01   4.6975033e+00
   1.9350000e-06   2.3101266e+01   4.6975033e+00
   1.9355000e-06   2.3101266e+01   4.6975033e+00
   1.9360000e-06   2.3075949e+01   4.7088900e+00
   1.9365000e-06   2.3063291e+01   4.7158809e+00
   1.9370000e-06   2.3050633e+01   4.7173948e+00
   1.9375000e-06   2.3037975e+01   4.7134370e+00
   1.9380000e-06   2.3037975e+01   4.7134370e+00
   1.9385000e-06   2.3037975e+01   4.7134370e+00
   1.9390000e-06   2.3025316e+01   4.7094414e+00
   1.9395000e-06   2.3012658e+01   4.7162938e+00
   1.9400000e-06   2.3000000e+01   4.7013364e+00
   1.9405000e-06   2.2987342e+01   4.6890316e+00
   1.9410000e-06   2.2974684e+01   4.6684283e+00
   1.9415000e-06   2.2974684e+01   4.6684283e+00
   1.9420000e-06   2.2974684e+01   4.6684283e+00
   1.9425000e-06   2.2974684e+01   4.6684283e+00
   1.9430000e-06   2.2974684e+01   4.6684283e+00
   1.9435000e-06   2.2949367e+01   4.6627238e+00
   1.9440000e-06   2.2936709e+01   4.6446599e+00
   1.9445000e-06   2.2936709e+01   4.6446599e+00
   1.9450000e-06   2.2936709e+01   4.6446599e+00
   1.9455000e-06   2.2924051e+01   4.6430874e+00
   1.9460000e-06   2.2911392e+01   4.6359517e+00
   1.9465000e-06   2.2898734e+01   4.6343061e+00
   1.9470000e-06   2.2898734e+01   4.6343061e+00
   1.9475000e-06   2.2873418e+01   4.6419688e+00
   1.9480000e-06   2.2873418e+01   4.6419688e+00
   1.9485000e-06   2.2873418e+01   4.6419688e+00
   1.9490000e-06   2.2848101e+01   4.6769720e+00
   1.9495000e-06   2.2822785e+01   4.6678373e+00
   1.9500000e-06   2.2822785e+01   4.6678373e+00
   1.9505000e-06   2.2797468e+01   4.6585454e+00
   1.9510000e-06   2.2797468e+01   4.6585454e+00
   1.9515000e-06   2.2797468e+01   4.6585454e+00
   1.9520000e-06   2.2784810e+01   4.6593465e+00
   1.9525000e-06   2.2784810e+01   4.6593465e+00
   1.9530000e-06   2.2784810e+01   4.6593465e+00
   1.9535000e-06   2.2784810e+01   4.6593465e+00
   1.9540000e-06   2.2784810e+01   4.6593465e+00
   1.9545000e-06   2.2759494e+01   4.6387863e+00
   1.9550000e-06   2.2759494e+01   4.6387863e+00
   1.9555000e-06   2.2746835e+01   4.6394859e+00
   1.9560000e-06   2.2734177e+01   4.6539447e+00
   1.9565000e-06   2.2708861e+01   4.6551650e+00
   1.9570000e-06   2.2696203e+01   4.6694710e+00
   1.9575000e-06   2.2683544e+01   4.6727368e+00
   1.9580000e-06   2.2683544e+01   4.6727368e+00
   1.9585000e-06   2.2670886e+01   4.6732230e+00
   1.9590000e-06   2.2670886e+01   4.6732230e+00
   1.9595000e-06   2.2670886e+01   4.6732230e+00
   1.9600000e-06   2.2645570e+01   4.6548513e+00
   1.9605000e-06   2.2645570e+01   4.6548513e+00
   1.9610000e-06   2.2645570e+01   4.6548513e+00
   1.9615000e-06   2.2645570e+01   4.6548513e+00
   1.9620000e-06   2.2632911e+01   4.6442057e+00
   1.9625000e-06   2.2632911e+01   4.6442057e+00
   1.9630000e-06   2.2632911e+01   4.6442057e+00
   1.9635000e-06   2.2620253e+01   4.6417940e+00
   1.9640000e-06   2.2620253e+01   4.6417940e+00
   1.9645000e-06   2.2607595e+01   4.6199615e+00
   1.9650000e-06   2.2594937e+01   4.6091297e+00
   1.9655000e-06   2.2582278e+01   4.6204884e+00
   1.9660000e-06   2.2582278e+01   4.6204884e+00
   1.9665000e-06   2.2582278e+01   4.6204884e+00
   1.9670000e-06   2.2582278e+01   4.6204884e+00
   1.9675000e-06   2.2582278e+01   4.6204884e+00
   1.9680000e-06   2.2556962e+01   4.6430175e+00
   1.9685000e-06   2.2556962e+01   4.6430175e+00
   1.9690000e-06   2.2544304e+01   4.6154631e+00
   1.9695000e-06   2.2544304e+01   4.6154631e+00
   1.9700000e-06   2.2544304e+01   4.6154631e+00
   1.9705000e-06   2.2544304e+01   4.6154631e+00
   1.9710000e-06   2.2531646e+01   4.6155685e+00
   1.9715000e-06   2.2506329e+01   4.6350765e+00
   1.9720000e-06   2.2493671e+01   4.6488858e+00
   1.9725000e-06   2.2493671e+01   4.6488858e+00
   1.9730000e-06   2.2493671e+01   4.6488858e+00
   1.9735000e-06   2.2493671e+01   4.6488858e+00
   1.9740000e-06   2.2493671e+01   4.6488858e+00
   1.9745000e-06   2.2481013e+01   4.6378066e+00
   1.9750000e-06   2.2468354e+01   4.6322046e+00
   1.9755000e-06   2.2455696e+01   4.6182399e+00
   1.9760000e-06   2.2455696e+01   4.6182399e+00
   1.9765000e-06   2.2443038e+01   4.5846646e+00
   1.9770000e-06   2.2443038e+01   4.5846646e+00
   1.9775000e-06   2.2443038e+01   4.5846646e+00
   1.9780000e-06   2.2443038e+01   4.5846646e+00
   1.9785000e-06   2.2443038e+01   4.5846646e+00
   1.9790000e-06   2.2430380e+01   4.5816903e+00
   1.9795000e-06   2.2430380e+01   4.5816903e+00
   1.9800000e-06   2.2430380e+01   4.5816903e+00
   1.9805000e-06   2.2417722e+01   4.5870710e+00
   1.9810000e-06   2.2417722e+01   4.5870710e+00
   1.9815000e-06   2.2392405e+01   4.5921274e+00
   1.9820000e-06   2.2392405e+01   4.5921274e+00
   1.9825000e-06   2.2392405e+01   4.5921274e+00
   1.9830000e-06   2.2392405e+01   4.5921274e+00
   1.9835000e-06   2.2379747e+01   4.6057484e+00
   1.9840000e-06   2.2367089e+01   4.6165178e+00
   1.9845000e-06   2.2367089e+01   4.6165178e+00
   1.9850000e-06   2.2367089e+01   4.6165178e+00
   1.9855000e-06   2.2341772e+01   4.6406401e+00
   1.9860000e-06   2.2341772e+01   4.6406401e+00
   1.9865000e-06   2.2341772e+01   4.6406401e+00
   1.9870000e-06   2.2329114e+01   4.6152521e+00
   1.9875000e-06   2.2303797e+01   4.5863634e+00
   1.9880000e-06   2.2291139e+01   4.5969664e+00
   1.9885000e-06   2.2265823e+01   4.5733589e+00
   1.9890000e-06   2.2240506e+01   4.5607444e+00
   1.9895000e-06   2.2240506e+01   4.5607444e+00
   1.9900000e-06   2.2240506e+01   4.5607444e+00
   1.9905000e-06   2.2227848e+01   4.5543706e+00
   1.9910000e-06   2.2227848e+01   4.5543706e+00
   1.9915000e-06   2.2227848e+01   4.5543706e+00
   1.9920000e-06   2.2227848e+01   4.5543706e+00
   1.9925000e-06   2.2215190e+01   4.5366623e+00
   1.9930000e-06   2.2202532e+01   4.5301830e+00
   1.9935000e-06   2.2189873e+01   4.5236585e+00
   1.9940000e-06   2.2151899e+01   4.5265275e+00
   1.9945000e-06   2.2151899e+01   4.5265275e+00
   1.9950000e-06   2.2151899e+01   4.5265275e+00
   1.9955000e-06   2.2139241e+01   4.5198541e+00
   1.9960000e-06   2.2139241e+01   4.5198541e+00
   1.9965000e-06   2.2139241e+01   4.5198541e+00
   1.9970000e-06   2.2139241e+01   4.5198541e+00
   1.9975000e-06   2.2126582e+01   4.5386293e+00
   1.9980000e-06   2.2088608e+01   4.4812712e+00
   1.9985000e-06   2.2088608e+01   4.4812712e+00
   1.9990000e-06   2.2088608e+01   4.4812712e+00
   1.9995000e-06   2.2088608e+01   4.4812712e+00
   2.0000000e-06   2.2063291e+01   4.4959862e+00
   2.0005000e-06   2.2063291e+01   4.4959862e+00
   2.0010000e-06   2.2063291e+01   4.4959862e+00
   2.0015000e-06   2.2050633e+01   4.4918694e+00
   2.0020000e-06   2.2025316e+01   4.4920862e+00
   2.0025000e-06   2.2012658e+01   4.5021182e+00
   2.0030000e-06   2.1987342e+01   4.5049650e+00
   2.0035000e-06   2.1987342e+01   4.5049650e+00
   2.0040000e-06   2.1987342e+01   4.5049650e+00
   2.0045000e-06   2.1987342e+01   4.5049650e+00
   2.0050000e-06   2.1987342e+01   4.5049650e+00
   2.0055000e-06   2.1974684e+01   4.5034878e+00
   2.0060000e-06   2.1949367e+01   4.5146449e+00
   2.0065000e-06   2.1949367e+01   4.5146449e+00
   2.0070000e-06   2.1949367e+01   4.5146449e+00
   2.0075000e-06   2.1949367e+01   4.5146449e+00
   2.0080000e-06   2.1949367e+01   4.5146449e+00
   2.0085000e-06   2.1936709e+01   4.4988368e+00
   2.0090000e-06   2.1936709e+01   4.4988368e+00
   2.0095000e-06   2.1924051e+01   4.4657447e+00
   2.0100000e-06   2.1911392e+01   4.4640727e+00
   2.0105000e-06   2.1898734e+01   4.4537364e+00
   2.0110000e-06   2.1898734e+01   4.4537364e+00
   2.0115000e-06   2.1898734e+01   4.4537364e+00
