CopyNums, at 5e-6s timepts, 5 trajectories.
158	168	174	182	184
158	168	174	182	184
158	168	174	182	183
158	168	174	182	183
158	168	174	182	182
158	168	174	182	182
156	167	174	182	182
156	167	174	181	182
156	167	174	182	182
155	165	174	182	182
155	165	175	182	182
155	165	175	182	182
155	165	173	182	181
155	165	173	181	180
155	165	172	179	180
154	165	172	178	179
154	165	171	178	178
153	165	169	177	177
153	165	166	177	177
153	165	166	177	177
153	165	166	177	177
153	165	167	177	177
153	164	166	177	177
152	164	166	177	176
152	165	167	177	176
151	164	167	177	176
151	164	167	177	176
152	165	167	177	176
152	165	166	177	176
151	165	166	177	176
151	163	166	175	176
151	163	167	175	176
151	162	167	175	176
151	161	167	175	176
150	161	167	175	176
150	161	166	175	176
150	161	166	175	175
150	161	166	175	175
149	161	166	175	175
149	161	167	175	175
149	161	167	175	175
149	161	167	175	175
148	161	167	175	175
147	161	167	175	175
146	161	166	173	175
146	161	166	172	175
146	161	165	172	173
145	161	165	172	173
145	161	165	172	173
144	161	164	172	173
144	161	164	172	173
143	161	164	172	173
143	161	164	172	173
143	161	163	172	173
143	161	163	172	173
143	161	163	172	173
143	161	163	172	173
144	160	163	172	173
144	160	162	172	173
144	159	162	172	173
144	159	162	172	173
144	159	162	172	173
144	159	162	171	173
143	159	162	171	173
142	158	161	172	173
141	158	161	172	172
141	159	161	172	171
140	158	161	172	171
140	158	161	171	171
141	158	161	171	171
141	158	161	171	171
140	158	161	171	170
140	158	161	171	170
139	158	161	171	170
139	157	161	170	169
138	157	161	170	168
138	157	161	170	167
137	157	160	170	167
137	156	160	170	167
137	156	160	170	167
137	156	160	170	167
137	156	160	170	167
136	156	160	170	167
136	156	160	170	167
136	156	160	170	167
135	156	160	170	167
134	154	160	170	166
134	154	160	170	166
134	154	160	170	165
134	154	160	170	164
134	154	160	170	164
133	154	159	170	164
132	154	158	170	164
132	154	158	170	164
132	154	158	170	164
132	154	158	170	164
132	154	158	170	164
132	154	158	169	164
132	154	158	169	164
132	153	158	168	164
132	153	158	167	164
132	153	158	167	164
132	153	158	167	164
132	153	158	167	164
132	153	158	167	164
132	153	158	166	164
132	153	158	166	164
132	153	157	166	164
131	153	157	166	164
131	153	156	166	164
131	153	156	165	164
130	153	156	165	164
130	153	156	164	164
130	153	156	164	164
130	153	156	164	164
130	154	156	164	164
130	153	156	164	163
130	153	156	163	162
130	152	156	162	162
130	152	156	162	162
130	151	156	162	162
130	151	156	162	161
128	151	156	162	160
128	150	156	162	160
128	149	154	162	159
128	149	154	162	158
128	149	154	162	157
128	149	154	161	156
127	149	154	161	156
127	149	153	161	155
127	149	153	161	155
127	148	153	161	155
127	148	153	161	155
127	147	153	161	153
127	147	152	161	153
127	146	152	160	153
127	146	152	161	152
127	145	151	161	152
127	144	150	160	152
127	146	150	160	152
127	145	149	159	152
127	145	149	159	152
127	145	149	159	152
127	146	148	159	152
127	146	148	159	152
127	145	148	159	152
127	145	148	158	152
126	144	147	158	152
126	144	147	158	152
126	144	147	158	151
126	144	147	158	151
126	144	147	158	151
126	143	147	158	151
126	143	147	158	151
126	144	147	158	150
125	144	147	158	150
125	144	147	158	149
125	142	146	158	148
125	142	146	158	148
125	142	145	158	148
125	142	145	158	148
125	142	145	158	148
125	142	145	158	148
125	142	145	158	148
125	143	145	158	147
125	141	145	158	147
125	141	145	158	147
125	141	146	158	147
125	140	146	158	147
125	140	146	157	147
125	140	146	157	147
125	140	146	157	146
125	140	145	157	146
125	140	144	157	145
124	140	143	157	145
125	140	143	157	144
125	140	143	157	144
125	140	143	156	144
125	140	143	156	142
125	139	143	156	142
125	138	143	156	142
125	138	143	156	142
125	138	143	156	142
123	138	143	156	142
123	138	143	156	142
123	138	143	156	142
123	138	143	156	142
123	138	142	156	141
123	138	142	156	141
123	138	142	156	141
123	137	142	156	141
123	137	142	156	141
123	137	141	156	141
123	137	141	156	141
123	137	141	157	140
123	137	141	157	140
123	137	141	157	140
123	137	141	157	140
123	137	141	156	140
123	137	140	156	139
123	137	140	155	139
122	137	139	155	139
122	137	139	155	139
122	137	139	155	138
122	136	139	155	138
122	136	140	155	138
122	136	140	155	138
120	136	140	155	138
120	136	140	156	137
120	136	140	156	137
120	136	140	156	137
120	136	139	156	137
120	136	139	156	136
120	136	139	156	136
120	136	139	156	134
120	136	139	156	133
120	136	139	155	133
120	136	139	154	133
120	136	139	152	132
121	136	138	152	132
121	136	138	152	132
121	136	138	152	132
121	136	138	151	131
121	136	138	151	131
120	136	138	151	131
120	135	138	150	131
120	135	138	150	131
120	135	138	150	131
120	135	138	150	131
120	136	138	149	131
120	136	138	149	131
120	136	136	149	131
120	136	136	149	131
120	136	135	149	131
120	136	135	149	131
120	136	135	148	131
119	136	135	148	131
119	136	135	148	131
118	135	135	147	131
118	135	135	147	131
118	134	135	147	131
118	134	135	147	131
119	134	135	147	131
119	133	135	147	131
119	133	135	147	131
119	133	136	147	131
119	132	136	147	131
119	132	135	146	130
119	131	135	146	130
119	131	135	145	130
119	131	135	145	130
119	131	135	145	130
119	131	135	145	130
119	131	135	145	130
119	131	135	145	130
119	130	135	146	130
119	129	135	146	130
119	129	135	146	130
119	129	135	144	130
119	129	135	144	130
119	129	135	144	130
119	129	135	144	130
119	129	135	144	130
119	127	135	144	130
119	127	135	144	129
119	127	135	144	128
119	127	134	144	128
119	127	135	144	128
119	127	134	143	127
119	126	134	143	127
118	126	133	143	127
118	126	133	143	127
118	126	133	142	127
118	125	133	142	127
118	125	132	142	127
118	125	132	142	127
118	125	132	142	127
118	124	132	142	127
117	124	132	142	127
117	124	132	142	126
117	124	132	142	126
117	123	132	142	126
117	123	132	142	126
117	123	131	142	126
117	123	131	142	126
117	123	131	141	126
117	123	131	141	126
117	123	131	141	126
117	123	131	141	126
117	123	131	141	126
117	123	131	141	125
117	123	131	141	125
117	123	131	141	125
117	123	130	140	125
117	123	131	140	125
117	123	131	139	125
117	123	130	139	125
116	122	128	139	125
116	122	128	139	125
116	121	128	139	125
116	121	128	138	125
116	121	128	138	125
116	121	128	138	125
116	120	128	138	125
115	120	128	138	125
115	120	128	138	125
115	119	128	138	125
115	119	128	138	124
114	119	128	138	124
114	119	128	138	124
114	118	128	138	124
114	118	128	138	124
114	118	128	138	124
114	118	128	138	124
113	118	128	138	123
113	118	128	138	123
113	118	128	137	123
114	118	128	137	123
113	118	126	137	123
113	118	126	137	123
113	118	126	137	123
113	118	126	137	123
113	118	126	137	123
113	118	126	137	123
113	118	126	137	123
112	118	126	137	123
112	118	126	137	123
112	118	126	137	123
112	117	126	137	123
112	117	126	136	123
111	117	125	136	123
111	116	125	136	123
111	116	125	136	123
111	116	125	136	123
111	116	125	136	123
111	116	124	135	122
110	116	124	135	122
110	115	124	135	121
110	115	124	135	120
110	115	124	134	119
110	115	124	134	119
110	115	124	134	119
110	115	125	134	119
110	115	123	134	119
110	115	123	134	119
110	115	123	134	119
110	115	123	134	119
110	114	123	134	119
110	114	122	132	119
110	114	122	132	119
110	114	122	132	118
109	114	122	132	118
109	114	122	132	118
109	114	121	131	118
109	114	121	131	118
109	114	120	131	118
109	114	120	130	118
109	114	120	130	117
109	114	119	130	117
109	114	119	129	117
109	114	118	129	116
109	114	118	129	116
109	114	118	129	115
109	114	118	129	115
109	114	118	129	115
109	114	118	129	115
109	114	118	129	115
109	113	118	129	116
108	113	118	129	116
108	113	119	129	116
108	113	119	129	116
108	113	119	129	117
107	113	119	129	117
107	113	118	129	117
107	113	118	128	117
107	113	118	128	116
107	112	118	126	116
106	112	118	125	116
106	112	117	125	116
106	112	118	125	116
106	112	118	125	116
106	112	118	125	116
106	112	118	125	116
106	112	118	125	116
106	112	119	125	116
105	112	119	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	118	125	116
105	111	119	125	116
105	111	118	125	116
105	111	117	125	116
105	111	117	125	116
105	111	117	124	116
105	111	117	124	115
105	110	117	124	115
105	110	117	124	115
105	110	116	124	115
106	109	116	124	115
103	109	116	124	115
103	109	116	124	115
102	109	116	124	115
102	109	116	124	115
102	109	116	124	115
102	109	116	124	114
102	109	116	123	114
102	109	116	123	114
102	109	116	123	114
102	109	116	123	113
102	109	116	123	113
102	110	116	123	113
102	110	116	123	112
102	110	116	123	112
102	110	116	123	113
102	109	116	123	113
102	109	116	123	113
102	109	116	123	113
102	109	116	123	113
102	110	116	123	113
102	109	116	123	113
102	109	116	123	113
102	108	116	123	113
102	107	116	123	113
102	107	116	123	113
101	107	116	123	113
101	106	116	123	113
101	106	116	122	113
101	106	116	122	113
101	106	116	122	113
100	106	116	122	113
100	106	116	122	113
100	106	115	122	113
100	106	115	122	113
99	106	115	122	113
99	106	115	122	113
99	106	115	122	113
99	106	115	122	112
99	106	115	122	112
99	106	115	122	112
98	106	116	122	112
97	106	115	122	112
97	106	115	122	112
97	106	115	122	113
97	106	115	122	112
97	105	115	122	112
97	105	114	122	112
97	106	114	122	112
97	105	114	122	111
97	105	114	122	111
97	105	114	122	111
97	105	114	122	111
97	105	114	122	111
96	105	114	122	111
96	105	114	122	111
96	105	114	122	111
96	105	116	122	111
96	105	113	122	111
96	105	111	122	111
96	105	111	122	111
96	105	111	122	111
96	105	111	122	111
96	104	111	122	111
96	104	110	122	111
96	104	110	122	111
96	104	110	122	111
96	103	110	122	111
96	103	110	122	111
96	103	110	122	111
96	102	110	122	111
96	102	110	122	111
96	102	110	121	111
96	102	110	121	112
96	102	110	121	112
96	102	110	121	112
96	102	108	121	112
96	102	108	121	111
95	101	108	121	111
95	101	108	121	111
95	101	107	121	111
95	100	107	121	111
95	100	107	121	111
95	100	107	121	111
95	100	107	121	110
95	100	107	121	110
95	101	106	121	110
95	101	106	121	110
95	101	106	121	110
94	101	106	121	110
94	101	106	121	110
94	101	106	120	110
94	101	106	120	110
94	101	106	120	110
94	100	106	119	110
94	100	105	119	110
94	100	105	119	110
94	100	104	119	110
94	100	104	119	110
94	99	103	119	110
95	99	103	119	110
95	99	103	119	110
95	99	103	119	110
95	99	103	119	109
95	99	103	119	109
95	99	103	119	109
95	99	103	119	109
94	99	102	119	108
94	99	102	119	108
94	99	102	119	108
94	99	102	119	108
94	99	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	102	120	108
94	98	100	120	108
94	98	100	119	108
94	97	100	119	108
94	97	100	119	108
94	97	100	119	108
94	97	100	119	108
94	97	102	119	108
94	97	102	119	108
93	97	102	119	108
93	97	102	119	108
93	96	102	119	108
93	96	102	119	107
92	96	102	119	107
92	96	102	120	107
92	96	102	119	107
92	95	102	119	107
92	95	102	119	107
92	95	102	119	107
92	95	102	119	107
91	95	102	118	107
91	95	102	118	107
91	95	102	118	107
90	95	102	118	107
90	95	102	118	107
90	95	102	117	107
90	95	102	117	107
90	95	102	117	106
91	94	102	117	106
91	94	102	117	106
91	94	102	117	106
91	94	102	117	106
90	94	102	117	106
90	94	103	117	106
90	94	103	117	105
90	93	102	117	105
90	93	102	117	105
90	93	102	117	104
90	93	102	117	104
91	93	102	118	104
91	93	102	118	104
91	93	102	118	104
91	93	102	117	104
91	93	102	117	104
91	93	102	117	105
91	93	102	117	104
91	93	102	117	104
91	93	102	117	104
91	93	102	117	104
91	93	102	117	104
90	93	101	115	103
89	94	101	115	103
89	94	101	115	103
89	94	101	115	103
89	94	101	115	103
89	94	101	115	103
89	94	101	115	103
89	94	101	115	102
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	101
89	94	101	115	100
89	94	101	115	100
89	94	101	115	100
89	94	101	115	100
89	94	101	115	100
90	94	101	115	100
90	94	101	115	100
90	94	101	115	99
90	94	102	115	99
90	94	100	115	99
90	94	100	115	99
90	94	100	115	99
90	94	100	114	99
90	94	99	114	99
90	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
89	94	99	114	99
90	94	99	114	99
90	94	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	100	114	99
90	93	98	114	99
90	93	98	114	99
90	93	98	114	99
90	93	98	114	99
90	93	98	114	99
88	93	98	114	99
88	93	98	114	99
88	93	98	114	99
88	93	98	114	99
88	93	98	113	99
88	93	98	113	99
88	93	98	113	99
89	92	98	113	99
89	92	98	113	99
89	92	99	113	99
88	92	99	113	99
88	92	99	114	99
88	92	99	114	99
86	92	99	114	99
86	92	99	114	99
86	92	99	114	99
86	92	99	114	99
86	92	98	114	99
86	92	98	114	100
86	92	97	114	100
86	92	97	114	100
86	92	97	114	100
86	93	97	114	100
86	93	97	114	100
86	93	96	114	100
86	93	96	113	100
86	93	96	113	100
86	93	97	113	100
86	93	97	113	100
86	93	97	113	100
86	93	97	113	101
86	93	97	113	101
86	93	97	113	101
86	93	97	113	101
86	93	98	113	101
86	93	97	113	100
85	93	97	113	100
85	93	97	113	99
85	93	97	113	99
85	93	97	113	99
84	93	97	113	99
84	93	97	114	99
84	93	97	114	99
84	93	97	114	99
84	93	97	114	99
84	93	97	114	99
84	93	97	114	99
83	93	97	114	99
83	93	97	115	98
83	93	97	114	97
83	93	97	114	98
83	93	97	114	98
83	92	97	114	98
83	92	97	114	98
83	92	97	114	98
83	92	97	114	98
83	92	97	114	98
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
82	92	97	114	97
81	92	97	114	97
81	93	97	114	97
81	93	97	114	97
81	93	97	114	97
81	93	97	114	97
81	93	97	113	97
81	93	97	113	97
81	92	97	113	97
81	92	96	113	97
81	92	96	113	97
81	92	96	113	97
81	92	96	113	97
81	92	96	113	97
81	91	96	113	97
81	91	96	113	97
81	91	96	114	97
81	91	96	114	97
81	91	96	114	97
81	91	96	114	97
80	91	96	114	97
79	91	96	114	97
79	91	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	114	97
79	90	96	113	97
79	91	97	113	97
79	90	97	113	97
79	90	97	113	96
79	90	97	113	96
79	89	97	113	96
79	89	97	113	96
79	89	97	113	96
79	89	97	113	96
79	89	97	113	97
79	88	97	113	97
79	89	97	113	97
79	89	97	113	97
79	89	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	89	96	113	97
78	90	97	113	97
78	90	97	113	97
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	96
78	90	97	113	97
78	90	97	113	97
78	90	97	113	97
78	90	97	113	97
78	91	97	113	97
78	91	97	113	97
78	90	97	113	97
78	90	97	113	97
78	90	97	113	97
78	90	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	97	113	97
78	89	98	113	97
78	89	98	113	97
78	89	98	113	97
78	89	98	113	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	89	98	112	97
78	88	98	112	97
78	88	98	112	97
78	88	98	112	97
78	88	98	112	97
78	88	98	111	97
78	88	97	110	97
78	88	97	110	96
78	88	96	110	96
78	87	96	110	96
78	87	96	110	96
77	87	94	110	96
77	87	94	110	96
77	86	94	110	96
77	86	95	110	96
77	86	94	110	96
77	86	94	110	96
77	86	94	110	96
77	86	94	110	96
77	86	94	110	96
77	87	94	110	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	87	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	96
77	86	94	109	95
77	86	94	109	95
77	86	94	109	95
77	86	94	109	95
77	86	94	109	95
77	86	94	109	95
77	85	94	109	95
77	85	94	109	95
77	85	94	109	95
77	85	94	109	95
77	85	94	108	95
77	85	94	108	95
78	85	94	108	95
77	85	93	108	95
77	85	93	108	95
77	85	93	108	95
77	85	93	109	95
77	84	93	109	95
77	84	93	109	95
77	84	93	108	95
77	84	94	108	95
77	83	94	108	95
77	83	94	109	95
77	83	94	109	95
77	83	94	109	95
77	83	94	108	95
77	83	94	108	95
77	83	94	108	95
77	83	93	108	96
77	83	93	108	95
77	83	92	108	95
77	84	91	108	95
77	84	91	108	96
77	84	90	108	95
77	84	90	108	95
77	84	90	108	93
