"Model: 'Rev2D_ka10_kon3.07::3D sphere, deterministic'"
"Simulation: 'Simulation12' ()"
(SimID_173446765_0_ (PDE Simulation))
"Sim time range (0.0 0.199999999999986) (saved timepoints 4001)"
"Number of variables (14)"
"Variable names","A_PM","B_PM","C_PM","vcRegionVolume","vcRegionArea","vcRegionVolume_cell","vcRegionVolume_extracellular","J_r1","Size_cell","Size_EC","Size_PM","sobj_cell1_extracellular0_size","vobj_cell1_size","vobj_extracellular0_size"

"variable ('A_PM') times (0.0 0.127749999999994) "
,Time
Coordinates,,(roi=('mp0') coord=(X=-5.204170427930421E-18 Y=-0.282 Z=0.0)),(roi=('mp1') coord=(X=0.282 Y=-5.204170427930421E-18 Z=0.0))
,0.01005,40.85881085754132,40.858810860871436
,0.0101,40.75046828920046,40.750468289508696
,0.01015,40.643489116421804,40.64348911369738
,0.0102,40.537852711662616,40.53785270931823
,0.01025,40.433538838417256,40.43353883744805
,0.0103,40.33052764078374,40.330527639638284
,0.01035,40.2287996334709,40.22879963148549
,0.0104,40.12833570179834,40.12833570263129
,0.01045,40.02911707236395,40.029117074963125
,0.0105,39.9311253171401,39.93112531739901
,0.01055,39.83434235399945,39.83434235073608
,0.0106,39.73875043472936,39.73875042918384
,0.01065,39.64433213298823,39.64433212667053
,0.0107,39.551070336626424,39.55107033123048
,0.01075,39.458948247686244,39.45894824500409
,0.0108,39.36794935990454,39.367949358360605
,0.01085,39.278057462217596,39.27805745920679
,0.0109,39.18925663741169,39.189256633933276
,0.01095,39.10153125344401,39.101531252373896
,0.011,39.01486595470736,39.01486595648661
,0.01105,38.92924565354531,38.9292456564905
,0.0111,38.84465552506164,38.84465552726125
,0.01115,38.761081002490045,38.76108100363276
,0.0112,38.67850777719413,38.67850778039716
,0.01125,38.59692178317979,38.596921787943984
,0.0113,38.516309195231834,38.51630919776802
,0.01135,38.43665642672551,38.43665642425506
,0.0114,38.35795012499362,38.35795012023109
,0.01145,38.28017716652418,38.280177163957276
,0.0115,38.20332465008905,38.20332464993843
,0.01155,38.12737989041411,38.12737988926293
,0.0116,38.05233041386226,38.05233041062992
,0.01165,37.97816395843336,37.978163960349264
,0.0117,37.90486846709554,37.90486847390343
,0.01175,37.83243208065348,37.83243208520455
,0.0118,37.76084313445493,37.76084313301613
,0.01185,37.69009015838581,37.6900901556313
,0.0119,37.62016187416835,37.620161874839695
,0.01195,37.55104718763415,37.55104719106719
,0.012,37.482735182800724,37.48273518531433
,0.01205,37.415215119599665,37.41521512055788
,0.0121,37.348476433310545,37.348476434987646
,0.01215,37.282508734560956,37.28250874200646
,0.0122,37.21730179395108,37.21730180269475
,0.01225,37.152845543349436,37.15284554592692
,0.0123,37.08913007875593,37.08913007882275
,0.01235,37.02614565705818,37.026145662830814
,0.0124,36.963882689003135,36.96388270069313
,0.01245,36.90233173919707,36.902331736445134
,0.0125,36.84148350846086,36.841483499872325
,0.01255,36.78132884687128,36.78132884507331
,0.0126,36.72185875302738,36.72185875549486
,0.01265,36.66306436603307,36.66306436364942
,0.0127,36.60493695882344,36.604936950055986
,0.01275,36.54746793724291,36.547467927777824
,0.0128,36.49064884120352,36.49064883461046
,0.01285,36.43447134468498,36.43447133308167
,0.0128999999999999,36.37892724528351,36.378927229441544
,0.0129499999999999,36.32400846049322,36.32400844811755
,0.0129999999999999,36.26970703124089,36.2697070239959
,0.0130499999999999,36.21601512667294,36.21601512090352
,0.0130999999999999,36.16292503411702,36.16292502829632
,0.0131499999999999,36.110429151370894,36.110429145914175
,0.0131999999999999,36.058519987372506,36.05851998203409
,0.0132499999999999,36.00719016633769,36.00719016178242
,0.0132999999999999,35.95643242776019,35.9564324271348
,0.0133499999999999,35.90623961455941,35.906239614435925
,0.0133999999999999,35.856604668044994,35.85660466210895
,0.0134499999999999,35.80752063454443,35.807520624642805
,0.0134999999999999,35.75898067494996,35.75898067082506
,0.0135499999999999,35.7109780489982,35.71097805184858
,0.0135999999999999,35.66350610587438,35.66350610652306
,0.0136499999999999,35.61655828842805,35.61655828223061
,0.0136999999999999,35.57012814140777,35.57012813584184
,0.0137499999999999,35.52420930697304,35.52420930741211
,0.0137999999999999,35.47879552469429,35.47879552018157
,0.0138499999999999,35.4338805951841,35.433880578143295
,0.0138999999999999,35.38945841548575,35.38945839835985
,0.0139499999999999,35.34552299707314,35.3455229973588
,0.0139999999999999,35.30206843226822,35.30206843924744
,0.0140499999999999,35.25908887644093,35.259088873331486
,0.0140999999999999,35.216578548009196,35.21657853411502
,0.0141499999999999,35.174531814544224,35.17453181829925
,0.0141999999999999,35.13294308605955,35.132943102516684
,0.0142499999999999,35.09180682723616,35.091806833808285
,0.0142999999999999,35.05111759348079,35.05111759127755
,0.0143499999999999,35.01087003351228,35.010870038896535
,0.0143999999999999,34.97105886924306,34.97105888386149
,0.0144499999999999,34.93167889577907,34.931678876592876
,0.0144999999999999,34.89272494690885,34.892724911282244
,0.0145499999999999,34.854191948586,34.85419194344305
,0.0145999999999999,34.81607492280029,34.8160749481876
,0.0146499999999999,34.77836894324627,34.778368964436275
,0.0146999999999999,34.74106913463479,34.74106913741299
,0.0147499999999999,34.70417069300802,34.70417068916033
,0.0147999999999999,34.667668889169015,34.66766889130048
,0.0148499999999999,34.63155905925982,34.63155906478196
,0.0148999999999999,34.595836604761466,34.59583657987963
,0.0149499999999999,34.56049696776243,34.560496932584996
,0.0149999999999999,34.5255356628851,34.52553565389326
,0.0150499999999999,34.49094827943442,34.49094829409887
,0.0150999999999999,34.45673045978885,34.45673047336805
,0.0151499999999999,34.42287789525176,34.42287789757488
,0.0151999999999999,34.38938633441741,34.38938633407161
,0.0152499999999999,34.35625158765487,34.356251592819305
,0.0152999999999999,34.323469523029765,34.32346953032134
,0.0153499999999999,34.29103606630431,34.29103604962336
,0.0153999999999999,34.25894717912308,34.25894715267027
,0.0154499999999999,34.22719888482341,34.22719887591425
,0.0154999999999999,34.19578727044262,34.19578727896685
,0.0155499999999999,34.16470847017709,34.164708477870604
,0.0155999999999999,34.133958660719756,34.13395865991185
,0.0156499999999999,34.103534073004305,34.10353407069187
,0.0156999999999999,34.07343098045876,34.073430981541804
,0.0157499999999999,34.04364565651114,34.04364566379279
,0.0157999999999999,34.01417454288775,34.014174548065874
,0.0158499999999999,33.98501408637936,33.98501408549958
,0.0158999999999999,33.95616073945991,33.956160735995766
,0.0159499999999999,33.927610999338796,33.927610997316265
,0.0159999999999999,33.89936142455669,33.899361420284244
,0.0160499999999999,33.87140860960673,33.87140860615778
,0.0160999999999999,33.84374920307928,33.84374920249972
,0.0161499999999999,33.81637985356466,33.81637985687293
,0.0162,33.789297343198356,33.78929734636577
,0.01625,33.762498449432606,33.762498449951956
,0.0163,33.735979970718546,33.73597996831396
,0.01635,33.709738755593456,33.709738751171884
,0.0164,33.68377169605851,33.683771691441606
,0.01645,33.65807571984355,33.65807571518986
,0.0165,33.63264779458265,33.63264778998375
,0.01655,33.6074848879099,33.607484883390384
,0.0166,33.58258408929522,33.58258408572005
,0.01665,33.55794250139512,33.55794249913969
,0.0167,33.53355722686612,33.533557225816274
,0.01675,33.50942541161409,33.5094254115568
,0.0168,33.48554424377846,33.485544244632855
,0.01685,33.46191095616623,33.4619109559635
,0.0169,33.43852279955442,33.43852279754216
,0.01695,33.415377059058116,33.41537705604537
,0.017,33.39247101979242,33.392471018149685
,0.01705,33.36980208312736,33.3698020844237
,0.0171,33.34736766250249,33.347367665075176
,0.01715,33.325165171357355,33.325165170311834
,0.0172,33.30319204799512,33.30319203899157
,0.01725,33.28144576817012,33.28144575422754
,0.0173,33.25992380763672,33.25992379913292
,0.01735,33.23862375820946,33.23862376563365
,0.0174,33.21754321742229,33.21754323687408
,0.01745,33.19667978049153,33.1966797952637
,0.0175,33.176031066327106,33.17603106869151
,0.01755,33.1555947289925,33.1555947444827
,0.0176,33.135368457075614,33.13536847079786
,0.01765,33.11534996682353,33.115349967803695
,0.0177,33.095536974483316,33.09553695566689
,0.01775,33.07592727786346,33.075927261774595
,0.0178,33.056518690132286,33.05651869391514
,0.01785,33.03730902445814,33.03730905987684
,0.0179,33.01829613143466,33.01829616116052
,0.01795,32.99947788277318,32.99947788257156
,0.018,32.98085217426695,32.98085216089224
,0.01805,32.96241693442627,32.96241692904233
,0.0181,32.94417011656527,32.94417009362172
,0.01815,32.92610968448671,32.926109664040844
,0.0182,32.90823363323447,32.90823363280185
,0.01825,32.89053998615199,32.890539998234324
,0.0183,32.87302676658275,32.87302675866782
,0.01835,32.85569207204819,32.855692060323726
,0.0184,32.83853399387497,32.8385339913869
,0.01845,32.82155063657907,32.82155064197424
,0.0185,32.804740131040894,32.8047401363573
,0.01855,32.78810060814082,32.788100598807645
,0.0186,32.77163026644176,32.77163025447034
,0.01865,32.75532731280733,32.75532731188021
,0.0187,32.73918995410116,32.739189979572096
,0.01875,32.72321643622715,32.72321646434305
,0.0188,32.70740501853291,32.70740502651986
,0.01885,32.69175396036606,32.691753926429314
,0.0189,32.676261567735544,32.676261530641604
,0.01895,32.66092617177352,32.660926166806995
,0.019,32.645746103612126,32.64574616257573
,0.01905,32.63071973254807,32.630719793680726
,0.0191,32.61584542958698,32.61584542837099
,0.01915,32.60112156573448,32.601121434895546
,0.0192,32.5865465563006,32.586546452801116
,0.01925,32.57211885426102,32.5721188379245
,0.0193,32.557836912591455,32.557836946102505
,0.01935,32.54369918175944,32.54369919880527
,0.0194,32.52970413707318,32.5297041253944
,0.01945,32.515850283642635,32.515850272115976
,0.0195,32.50213614917691,32.50213614997373
,0.01955,32.4885602559868,32.48856024674693
,0.0196,32.47512116947894,32.475121160462436
,0.01965,32.461817450546356,32.4618174487628
,0.0197000000000001,32.448647660082074,32.448647669290565
,0.0197500000000001,32.435610406402475,32.43561041319238
,0.0198000000000001,32.422704315283454,32.42270431149194
,0.0198500000000001,32.40992801250091,32.40992799521293
,0.0199000000000001,32.39728015070048,32.39728013648529
,0.0199500000000001,32.38475938945024,32.38475938636828
,0.0200000000000001,32.372364388318275,32.37236439592115
,0.0200500000000001,32.360093842217445,32.360093844522105
,0.0201000000000001,32.347946461331425,32.347946451770206
,0.0201500000000001,32.33592096664383,32.33592095378511
,0.0202000000000001,32.324016092873606,32.324016084118824
,0.0202500000000001,32.312230584414436,32.31223057581777
,0.0203000000000001,32.300563199252295,32.30056319200698
,0.0203500000000001,32.28901271193341,32.28901270833915
,0.0204000000000001,32.277577897004,32.277577900466966
,0.0204500000000001,32.2662575714943,32.266257577304025
,0.0205000000000001,32.255050556084875,32.255050558426376
,0.0205500000000001,32.24395567145628,32.24395566341007
,0.0206000000000001,32.232971757455395,32.23297174695545
,0.0206500000000001,32.22209767034342,32.22209766513708
,0.0207000000000001,32.21133226638155,32.211332274029516
,0.0207500000000001,32.200674433607816,32.2006744382085
,0.0208000000000001,32.190123065245785,32.19012305669222
,0.0208500000000001,32.17967705451901,32.17967702849886
,0.0209000000000001,32.16933532430348,32.1693353088773
,0.0209500000000001,32.15909680557273,32.159096812550914
,0.0210000000000001,32.14896043234742,32.148960442574456
,0.0210500000000001,32.13892514894275,32.138925148874826
,0.0211000000000001,32.12898991888315,32.128989937077826
,0.0211500000000001,32.1191537131127,32.11915372374807
,0.0212000000000001,32.1094155146075,32.10941551056134
,0.0212500000000001,32.09977430634364,32.09977429919342
,0.0213000000000001,32.090229111909764,32.09022910896375
,0.0213500000000001,32.08077895112625,32.08077895002605
,0.0214000000000001,32.07142284520748,32.071422840890364
,0.0214500000000001,32.062159828133694,32.06215982133389
,0.0215000000000001,32.05298893388511,32.05298893113383
,0.0215500000000001,32.043909239405586,32.04390924011906
,0.0216000000000001,32.03491981622424,32.03491981762963
,0.0216500000000001,32.026019735870165,32.026019733005555
,0.0217000000000001,32.01720808173297,32.017208075644184
,0.0217500000000001,32.00848395280682,32.00848394657911
,0.0218000000000001,31.999846448085904,31.999846446843932
,0.0218500000000001,31.991294701600253,31.991294703396846
,0.0219000000000001,31.98282784239451,31.982827843710243
,0.0219500000000001,31.974444999513317,31.9744449952565
,0.0220000000000001,31.96614530985612,31.966145301072903
,0.0220500000000001,31.95792793035227,31.95792792085156
,0.0221000000000001,31.94979201793111,31.949792014284583
,0.0221500000000001,31.941736760312054,31.94173676497197
,0.0222000000000001,31.933761341664727,31.93376135092335
,0.0222500000000001,31.925864946158757,31.92586495014835
,0.0223000000000001,31.91804675910079,31.918046749341393
,0.0223500000000001,31.910305988521067,31.910305968597658
,0.0224000000000001,31.902641842449835,31.902641828012325
,0.0224500000000001,31.895053573400038,31.895053580661806
,0.0225000000000001,31.887540412862688,31.887540436723885
,0.0225500000000001,31.88010158565119,31.880101605675044
,0.0226000000000001,31.872736333410558,31.872736340276916
,0.0226500000000001,31.86544392305755,31.865443934605718
,0.0227000000000001,31.858223606145767,31.858223613823856
,0.0227500000000001,31.851074655738564,31.851074653683376
,0.0228000000000001,31.843996344899296,31.843996329936314
,0.0228500000000001,31.836987976846483,31.836987962951852
,0.0229000000000001,31.830048850004765,31.830048847739747
,0.0229500000000001,31.823178262798777,31.82317827930975
,0.0230000000000001,31.816375508579874,31.81637552559724
,0.0230500000000001,31.809639903180237,31.80963990642239
,0.0231000000000001,31.802970762432036,31.802970741605368
,0.0231500000000001,31.796367450200904,31.79636742847406
,0.0232000000000002,31.789829303242307,31.78982929502749
,0.0232500000000002,31.783355648229154,31.78335564866464
,0.0233000000000002,31.77694582833144,31.776945830110733
,0.0233500000000002,31.77059921635986,31.770599227687242
,0.0234000000000002,31.76431516303579,31.764315174424283
,0.0234500000000002,31.75809304088018,31.75809304565428
,0.0235000000000002,31.751932234377804,31.751932235523427
,0.0235500000000002,31.745832128013447,31.745832138177907
,0.0236000000000002,31.739792113122558,31.739792123768353
,0.0236500000000002,31.733811585726293,31.73381159083386
,0.0237000000000002,31.727889948720822,31.72788994979397
,0.0237500000000002,31.722026613346536,31.72202661441813
,0.0238000000000002,31.716220990843823,31.716220998475784
,0.0238500000000002,31.71047250378815,31.710472511174327
,0.0239000000000002,31.704780580818287,31.704780582380184
,0.0239500000000002,31.699144650573004,31.699144641959784
,0.0240000000000002,31.69356416256112,31.693564156224852
,0.0240500000000002,31.688038564710464,31.68803856939597
,0.0241000000000002,31.682567304948858,31.68256732569372
,0.0241500000000002,31.677149827996367,31.67714984575228
,0.0242000000000002,31.67178559539444,31.671785597502183
,0.0242500000000002,31.666474068684526,31.66647404887398
,0.0243000000000002,31.661214749135965,31.661214734458493
,0.0243500000000002,31.65600711968349,31.65600712652636
,0.0244000000000002,31.650850663261846,31.65085069734822
,0.0244500000000002,31.645744831021112,31.645744856388212
,0.0245000000000002,31.640689117515915,31.640689115655707
,0.0245500000000002,31.6356830472348,31.63568303614004
,0.0246000000000002,31.63072613514998,31.630726130426783
,0.0246500000000002,31.625817896233684,31.625817911101507
,0.0247000000000002,31.62095781391166,31.62095782924731
,0.0247500000000002,31.616145406443803,31.616145408625396
,0.0248000000000002,31.61138019209002,31.611380172996977
,0.0248500000000002,31.606661747159592,31.606661730737798
,0.0249000000000002,31.60198961212886,31.60198961541243
,0.0249500000000002,31.59736332747417,31.597363360585444
,0.0250000000000002,31.59278236744285,31.592782397224095
,0.0250500000000002,31.588246276938424,31.588246280532317
,0.0251000000000002,31.583754600864403,31.58375456571404
,0.0251500000000002,31.579307014395354,31.579306985883083
,0.0252000000000002,31.574903074359156,31.574903078050394
,0.0252500000000002,31.570542283065283,31.57054230185931
,0.0253000000000002,31.566224142823206,31.56622411695318
,0.0253500000000002,31.5619483296573,31.561948299362676
,0.0254000000000002,31.557714420959314,31.557714410222644
,0.0254500000000002,31.55352199412098,31.553522010667933
,0.0255000000000002,31.549370592893613,31.549370611583942
,0.0255500000000002,31.545259814553884,31.545259817331033
,0.0256000000000002,31.541189285024913,31.54118927644961
,0.0256500000000002,31.537158613345532,31.537158603774994
,0.0257000000000002,31.53316740855457,31.533167414142493
,0.0257500000000002,31.529215243121584,31.529215253925866
,0.0258000000000002,31.525301737282874,31.525301743942325
,0.0258500000000002,31.52142651127473,31.52142650500909
,0.0259000000000002,31.517589209639826,31.517589199557598
,0.0259500000000002,31.513789453266302,31.513789448265783
,0.0260000000000002,31.510026863042288,31.510026871811572
,0.0260500000000002,31.50630105460556,31.506301066850945
,0.0261000000000002,31.502611666757264,31.502611670880707
,0.0261500000000002,31.498958338298543,31.498958321397666
,0.0262000000000002,31.49534073733364,31.49534071413098
,0.0262500000000002,31.491758512099537,31.491758499974097
,0.0263000000000002,31.488211310833226,31.48821132982048
,0.0263500000000002,31.48469875638504,31.48469878494834
,0.0264000000000002,31.48122050440565,31.481220516449753
,0.0264500000000002,31.477776210545716,31.477776175416793
,0.0265000000000002,31.474365595462384,31.474365551039238
,0.0265500000000002,31.470988323304116,31.47098830187574
