"Model: 'ARClock_withLocalization::slowdunequal PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation19' (),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(SimID_1128574074_0_ (PDE Simulation)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 100.0) (saved timepoints 101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable names,A,C,mRNA_A_,mRNA_R,PrmA,PrmA_bound,PrmR,PrmR_bound,R,vcRegionVolume,vcRegionArea,vcRegionVolume_cell,vcRegionVolume_extracellular,J_A_decay,J_A_trnscr,J_A_trnsl,J_active_A_trnscr,J_active_R_trnsc,J_AR_binding,J_C_decay,J_mRNA_A_decay,J_mRNA_R_decay,J_PrmA_activation,J_PrmR_activation,J_R_decay,J_R_trnsc,J_R_trnsl,Kf_A_decay,Kf_A_trnscr,Kf_A_trnsl,Kf_active_A_trnscr,Kf_active_R_trnsc,Kf_AR_binding,Kf_C_decay,Kf_PrmA_activation,Kf_PrmR_activation,Kf_R_trnsc,Kf_R_trnsl,PrmA_init_uM,PrmR_init_uM,Size_cell,Size_EC,Size_PM,sobj_cell1_extracellular0_size,vobj_cell1_size,vobj_extracellular0_size
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 100.0) (roi=('vl5') coord=(X=1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0,0,0.247147055,0.247079382,0.246944036,0.246669348,0.246247893,0.245671157,0.24493276,0.244034195,0.242999624,0.241921172,0.241096833,0.241297433,0.242191264,0.243159299,0.244019386,0.244726922,0.245276136,0.245673468,0.245929244,0.246053739,0.246115986,0,0,,0.247147055,0.241096833,0.244723159,,1.025094572,,,,,,,,,,,,,,
,16,0,0,0.203969595,0.203900935,0.203763615,0.203485068,0.203058117,0.202474839,0.201730158,0.200828245,0.199798286,0.198739435,0.197947613,0.198135781,0.198996879,0.199949212,0.200806291,0.201516556,0.202070206,0.202471717,0.202730539,0.202856605,0.202919638,0,0,,0.203969595,0.197947613,0.201530921,,1.030422102,,,,,,,,,,,,,,
,17,0,0,0.167582298,0.167512489,0.167372872,0.167089858,0.166656603,0.166065949,0.165314425,0.164409336,0.163385314,0.162348233,0.161589808,0.161764798,0.16259115,0.163525513,0.164378374,0.165091142,0.165649528,0.166055678,0.166317941,0.166445797,0.166509725,0,0,,0.167582298,0.161589808,0.165126516,,1.037084576,,,,,,,,,,,,,,
,18,0,0,0.1370747,0.137003559,0.136861279,0.136573115,0.136132671,0.135533769,0.134774898,0.133866958,0.13285035,0.131837089,0.1311125,0.131273677,0.132063502,0.132977519,0.133824699,0.134539541,0.135102868,0.135514091,0.135780199,0.135910074,0.135975012,0,0,,0.1370747,0.1311125,0.134599146,,1.045473917,,,,,,,,,,,,,,
,19,0,0,0.111504739,0.111432055,0.111286687,0.110992591,0.110543971,0.1099359,0.109169234,0.108258941,0.107251395,0.106263948,0.105573357,0.10572013,0.106471716,0.107362819,0.108202535,0.108918765,0.1094871,0.109903792,0.11017415,0.110306285,0.110372353,0,0,,0.111504739,0.105573357,0.109006308,,1.056182567,,,,,,,,,,,,,,
,20,0,0,0.089952418,0.089877937,0.089728973,0.089428024,0.088970102,0.088351877,0.087577053,0.08666516,0.085668648,0.084709191,0.084052779,0.084184479,0.084895837,0.085761001,0.086590964,0.087307511,0.087880708,0.088303182,0.088578187,0.08871283,0.088780152,0,0,,0.089952418,0.084052779,0.087427477,,1.070189697,,,,,,,,,,,,,,
,21,0,0,0.071483446,0.071406852,0.071253663,0.070944744,0.070476213,0.069846811,0.069063708,0.06815156,0.06716893,0.066240579,0.065619254,0.065734855,0.066402852,0.067237818,0.068054657,0.068769679,0.06934715,0.06977552,0.070055508,0.070192898,0.070261593,0,0,,0.071483446,0.065619254,0.068928014,,1.089366946,,,,,,,,,,,,,,
,22,0,0,0.054956648,0.054877549,0.05471935,0.054401141,0.053920652,0.053279459,0.052489133,0.051580266,0.050617551,0.049727126,0.049144755,0.049242117,0.049859728,0.05065623,0.051453286,0.052162624,0.052742352,0.053175972,0.053460923,0.053601172,0.053671296,0,0,,0.054956648,0.049144755,0.05236854,,1.118260685,,,,,,,,,,,,,,
,23,0,0,0.038170221,0.038088543,0.037925187,0.037598012,0.037107573,0.036460028,0.035673327,0.034785478,0.03386694,0.033041,0.032516288,0.032589061,0.033131627,0.033862057,0.034615904,0.035302587,0.035873657,0.036306204,0.036592862,0.036734631,0.036805516,0,0,,0.038170221,0.032516288,0.035573652,,1.173880014,,,,,,,,,,,,,,
,24,0,0,0.0129328,0.012871988,0.012750364,0.012510193,0.012158512,0.011709041,0.01118509,0.010622416,0.010072904,0.009610842,0.009341162,0.009364041,0.009631725,0.010031763,0.010473177,0.010896639,0.011263693,0.011550753,0.011745367,0.011842924,0.011891703,0,0,,0.0129328,0.009341162,0.011164624,,1.3844958,,,,,,,,,,,,,,
,25,0,0,0.001001635,1.00E-03,9.96E-04,9.88E-04,9.76E-04,9.60E-04,9.42E-04,9.21E-04,9.02E-04,8.91E-04,8.97E-04,8.94E-04,8.91E-04,9.03E-04,9.19E-04,9.35E-04,9.49E-04,9.59E-04,9.66E-04,9.69E-04,9.71E-04,0,0,,0.001001635,0.000890558,0.000944176,,1.124726386,,,,,,,,,,,,,,
,26,0,0,7.25E-04,7.24E-04,7.22E-04,7.19E-04,7.14E-04,7.07E-04,6.99E-04,6.90E-04,6.83E-04,6.81E-04,6.92E-04,6.88E-04,6.79E-04,6.82E-04,6.89E-04,6.96E-04,7.01E-04,7.06E-04,7.09E-04,7.10E-04,7.11E-04,0,0,,0.000724794,0.000679314,0.000701233,,1.066950714,,,,,,,,,,,,,,
,27,0,0,9.16E-04,9.15E-04,9.13E-04,9.08E-04,9.02E-04,8.94E-04,8.84E-04,8.72E-04,8.62E-04,8.56E-04,8.64E-04,8.61E-04,8.55E-04,8.61E-04,8.71E-04,8.79E-04,8.87E-04,8.92E-04,8.96E-04,8.98E-04,8.99E-04,0,0,,0.000915892,0.000855473,0.000884964,,1.07062717,,,,,,,,,,,,,,
,28,0,0,0.001413952,0.001411952,0.001407953,0.001399937,0.001387902,0.001371955,0.001352463,0.00133035,0.001307846,0.001290571,0.001290492,0.001289491,0.001292785,0.001309121,0.001327944,0.001345138,0.00135927,0.001369862,0.001376834,0.001380269,0.001381987,0,0,,0.001413952,0.001289491,0.001352289,,1.096519132,,,,,,,,,,,,,,
,29,0,0,0.002728289,0.002722532,0.002711019,0.002688009,0.002653612,0.002608262,0.002553042,0.002490185,0.002424298,0.002365613,0.002335983,0.002341183,0.002376238,0.002429714,0.002484259,0.002532809,0.002572539,0.002602358,0.002622028,0.002631735,0.002636589,0,0,,0.002728289,0.002335983,0.002548109,,1.167940541,,,,,,,,,,,,,,
,30,0,0,0.017059629,0.016973306,0.016800661,0.016460489,0.015963587,0.015329119,0.014587075,0.0137804,0.012968969,0.012241571,0.011752893,0.011823719,0.012310975,0.012931381,0.013567959,0.014156369,0.014656242,0.015042802,0.015303192,0.015433255,0.015498286,0,0,,0.017059629,0.011752893,0.014506756,,1.451525978,,,,,,,,,,,,,,
,31,0,0,0.360568966,0.360501505,0.360366585,0.360092766,0.359672465,0.359096523,0.358356856,0.357450924,0.356394212,0.35526407,0.354356682,0.354576963,0.355537325,0.356534565,0.357399992,0.358103088,0.358645122,0.359035669,0.35928643,0.359408286,0.359469215,0,0,,0.360568966,0.354356682,0.358100867,,1.017531159,,,,,,,,,,,,,,
,32,0,0,0.500270963,0.500205824,0.500075544,0.499810831,0.499403778,0.49884461,0.498123929,0.497236364,0.496191253,0.495054352,0.494115154,0.494356202,0.495358312,0.496370558,0.497236033,0.497934017,0.498470174,0.49885583,0.499103294,0.499223545,0.499283671,0,0,,0.500270963,0.494115154,0.497882107,,1.012458249,,,,,,,,,,,,,,
,33,0,0,0.497787038,0.497721981,0.497591866,0.497327475,0.496920902,0.496362366,0.495642482,0.49475591,0.493712094,0.49257707,0.491640614,0.491881075,0.492880987,0.493891999,0.494756728,0.495454194,0.495989975,0.496375366,0.49662266,0.496742827,0.49680291,0,0,,0.497787038,0.491640614,0.495401834,,1.012501864,,,,,,,,,,,,,,
,34,0,0,0.447381334,0.44731598,0.447185272,0.446919713,0.446511438,0.445950797,0.445228718,0.444340638,0.443297851,0.442170204,0.441250131,0.441485111,0.442470121,0.443475726,0.444340071,0.445038865,0.445576296,0.445963115,0.446211411,0.44633209,0.446392429,0,0,,0.447381334,0.441250131,0.444992253,,1.013895073,,,,,,,,,,,,,,
,35,0,0,0.385298777,0.385232936,0.385101255,0.38483377,0.384422696,0.38385859,0.383132904,0.382242307,0.381200915,0.380084061,0.379187119,0.37941411,0.380377716,0.381375296,0.382239094,0.382940008,0.383480079,0.383869191,0.3841191,0.384240595,0.384301343,0,0,,0.385298777,0.379187119,0.38290247,,1.016117791,,,,,,,,,,,,,,
,36,0,0,0.324992561,0.324926087,0.324793139,0.324523158,0.324108469,0.323539924,0.322809685,0.321916056,0.320876718,0.319773418,0.31890369,0.319121009,0.320058947,0.321046275,0.3219091,0.322612544,0.323155913,0.323547935,0.323799903,0.323922446,0.323983718,0,0,,0.324992561,0.31890369,0.3225867,,1.019093137,,,,,,,,,,,,,,
,37,0,0,0.271003055,0.270935811,0.270801323,0.270528316,0.270109271,0.269535434,0.268799888,0.26790297,0.266866565,0.265779325,0.264939529,0.265145902,0.266054946,0.26702988,0.267891079,0.268597254,0.269144436,0.269539897,0.269794323,0.269918123,0.269980023,0,0,,0.271003055,0.264939529,0.268585588,,1.022886451,,,,,,,,,,,,,,
,38,0,0,0.224379146,0.224310991,0.224174682,0.223898109,0.223473965,0.222894013,0.222152501,0.221252222,0.220219824,0.219151012,0.21834299,0.218537396,0.219414927,0.220375294,0.221233999,0.221942939,0.222494361,0.222893753,0.223151024,0.223276288,0.22333892,0,0,,0.224379146,0.21834299,0.221948017,,1.027645291,,,,,,,,,,,,,,
,39,0,0,0.184824512,0.184755294,0.184616856,0.184336135,0.183906108,0.183319213,0.182571142,0.181667592,0.180640446,0.179592305,0.17881724,0.178998848,0.179842662,0.180786226,0.181641347,0.182352918,0.182908927,0.183312723,0.183573232,0.183700174,0.183763644,0,0,,0.184824512,0.17881724,0.182377502,,1.033594479,,,,,,,,,,,,,,
,40,0,0,0.151561143,0.151490689,0.151349781,0.151064265,0.150627508,0.150032814,0.149277651,0.148371073,0.147350582,0.146325227,0.145583784,0.145751901,0.146560097,0.147484536,0.148334743,0.149048625,0.14960948,0.150018131,0.150282278,0.150411121,0.150475543,0,0,,0.151561143,0.145583784,0.149095761,,1.041057864,,,,,,,,,,,,,,
,41,0,0,0.123676628,0.123604741,0.123460967,0.123169928,0.122725508,0.122122119,0.121359382,0.120450182,0.1194379,0.118437345,0.117729811,0.117883831,0.118654678,0.119557533,0.120401217,0.121116863,0.121682708,0.122096633,0.122364825,0.122495805,0.122561295,0,0,,0.123676628,0.117729811,0.121189995,,1.050512412,,,,,,,,,,,,,,
,42,0,0,0.100251723,0.100178172,0.10003107,0.099733661,0.099280526,0.098667488,0.097896765,0.096985549,0.095983253,0.095009536,0.094336037,0.094475349,0.095207054,0.096085579,0.096920739,0.097637297,0.098208109,0.09862767,0.098900312,0.099033674,0.099100355,0,0,,0.100251723,0.094336037,0.097740472,,1.062708645,,,,,,,,,,,,,,
,43,0,0,0.080376747,0.08030125,0.080150258,0.079845469,0.079382406,0.078758703,0.077979712,0.077067451,0.07607743,0.075133045,0.074493999,0.074617802,0.075307965,0.076158676,0.076982603,0.077698698,0.07827416,0.078699598,0.078977067,0.07911306,0.079181056,0,0,,0.080376747,0.074493999,0.077837007,,1.078969421,,,,,,,,,,,,,,
,44,0,0,0.063059993,0.062982196,0.062826603,0.062513199,0.062038822,0.061403506,0.06061647,0.059705212,0.058731364,0.057820648,0.057217948,0.05732482,0.057968964,0.05878622,0.059594409,0.060307409,0.060886456,0.061317647,0.061600179,0.06173901,0.061808425,0,0,,0.063059993,0.057217948,0.060488072,,1.102101612,,,,,,,,,,,,,,
,45,0,0,0.046838851,0.046758373,0.046597418,0.046274239,0.045787731,0.045141412,0.044349668,0.043446551,0.042499791,0.041635057,0.041076819,0.041163256,0.041749122,0.042519112,0.043300256,0.044002587,0.04458095,0.045015892,0.045302743,0.045444214,0.04551495,0,0,,0.046838851,0.041076819,0.044238047,,1.140274553,,,,,,,,,,,,,,
,46,0,0,0.027686344,0.027605457,0.027443682,0.027121063,0.026640926,0.026013435,0.025261257,0.024426446,0.02357993,0.022836241,0.022375339,0.022428241,0.022893992,0.023544364,0.024232743,0.024872082,0.025411834,0.025825281,0.026101416,0.026238599,0.02630719,0,0,,0.027686344,0.022375339,0.025183136,,1.237359736,,,,,,,,,,,,,,
,47,0,0,0.002472257,0.002462741,0.002443708,0.002406065,0.002350807,0.002279903,0.002196755,0.002106841,0.002018988,0.001948061,0.001917159,0.001920971,0.001959254,0.002026186,0.002100988,0.002171981,0.002232793,0.00227994,0.002311737,0.002327637,0.002335588,0,0,,0.002472257,0.001917159,0.00220335,,1.289542106,,,,,,,,,,,,,,
,48,0,0,7.51E-04,7.50E-04,7.48E-04,7.44E-04,7.37E-04,7.29E-04,7.20E-04,7.09E-04,7.00E-04,6.96E-04,7.08E-04,7.04E-04,6.95E-04,6.99E-04,7.07E-04,7.15E-04,7.22E-04,7.28E-04,7.31E-04,7.33E-04,7.34E-04,0,0,,0.000750839,0.000695264,0.00072195,,1.079933121,,,,,,,,,,,,,,
,49,0,0,7.88E-04,7.87E-04,7.85E-04,7.82E-04,7.77E-04,7.70E-04,7.61E-04,7.52E-04,7.44E-04,7.40E-04,7.51E-04,7.47E-04,7.39E-04,7.43E-04,7.50E-04,7.58E-04,7.64E-04,7.68E-04,7.71E-04,7.73E-04,7.74E-04,0,0,,0.000788079,0.00073942,0.000763027,,1.065806232,,,,,,,,,,,,,,
,50,0,0,0.001114647,0.001113251,0.001110459,0.001104866,0.001096469,0.001085356,0.00107182,0.001056611,0.0010416,0.001031607,0.001036768,0.001034631,0.001032249,0.001042036,0.001054668,0.001066513,0.001076335,0.001083723,0.001088593,0.001090993,0.001092194,0,0,,0.001114647,0.001031607,0.001072637,,1.080495781,,,,,,,,,,,,,,
,51,0,0,0.00188619,0.001883034,0.001876721,0.00186408,0.001845118,0.001820015,0.001789322,0.001754326,0.001717977,0.001687368,0.001677727,0.001678769,0.001692381,0.001720699,0.001750949,0.001778093,0.001800294,0.001816918,0.001827859,0.00183325,0.001835946,0,0,,0.00188619,0.001677727,0.001787478,,1.12425284,,,,,,,,,,,,,,
,52,0,0,0.004727836,0.004713732,0.004685522,0.004629428,0.004546244,0.004437769,0.004307399,0.00416097,0.004008629,0.003869842,0.003784339,0.003800324,0.003894453,0.004019093,0.004144072,0.004256009,0.004348531,0.004418601,0.004465134,0.004488193,0.004499722,0,0,,0.004727836,0.003784339,0.004295516,,1.249316377,,,,,,,,,,,,,,
,53,0,0,0.179174414,0.179086088,0.178909436,0.178553926,0.178014936,0.177288115,0.176373463,0.175282082,0.174051923,0.172792106,0.171814713,0.171960321,0.172870282,0.173877147,0.174789403,0.175551012,0.176147978,0.176582133,0.176862001,0.176998035,0.177066052,0,0,,0.179174414,0.171814713,0.175906932,,1.042835106,,,,,,,,,,,,,,
,54,0,0,0.458114698,0.458049111,0.457917938,0.45765146,0.457241822,0.456679368,0.455954984,0.455063946,0.454017072,0.452883077,0.451953516,0.45219033,0.453182571,0.454191919,0.455058167,0.455758072,0.456296218,0.456683502,0.456932075,0.457052877,0.457113279,0,0,,0.458114698,0.451953516,0.455713619,,1.013632336,,,,,,,,,,,,,,
,55,0,0,0.508896762,0.508831736,0.508701684,0.508437419,0.508031029,0.507472712,0.506753021,0.505866464,0.504822112,0.503685202,0.502744867,0.502986528,0.503989879,0.505002237,0.505867241,0.506564604,0.507100184,0.507485384,0.507732541,0.50785264,0.50791269,0,0,,0.508896762,0.502744867,0.506511283,,1.012236615,,,,,,,,,,,,,,
,56,0,0,0.475512232,0.475447056,0.475316704,0.475051847,0.474644594,0.474085221,0.473364468,0.47247732,0.471433995,0.470302158,0.469372784,0.469610906,0.470604408,0.471613096,0.472477631,0.473175624,0.47371207,0.474098038,0.474345739,0.474466114,0.474526302,0,0,,0.475512232,0.469372784,0.473125634,,1.013080111,,,,,,,,,,,,,,
,57,0,0,0.416646642,0.416581064,0.416449909,0.416183466,0.415773904,0.415211666,0.414487919,0.413598667,0.41255651,0.411433889,0.410524753,0.410755986,0.411730922,0.412732805,0.413596915,0.414296701,0.414835356,0.415223235,0.415472276,0.415593331,0.415653858,0,0,,0.416646642,0.410524753,0.414254275,,1.014912351,,,,,,,,,,,,,,
,58,0,0,0.354516499,0.354450358,0.354318075,0.354049409,0.35363662,0.353070404,0.352342543,0.351450476,0.350410014,0.349299612,0.348415867,0.348638202,0.349589426,0.350582151,0.351445531,0.352147674,0.352689324,0.353079824,0.353330713,0.353452708,0.353513705,0,0,,0.354516499,0.348415867,0.352115673,,1.017509625,,,,,,,,,,,,,,
,59,0,0,0.297093725,0.297026883,0.296893198,0.296621771,0.296204995,0.295633908,0.294901104,0.29400585,0.292967856,0.291872283,0.291017245,0.291229231,0.29215308,0.293134479,0.293996584,0.29470138,0.295246597,0.295640276,0.295893424,0.296016571,0.296078144,0,0,,0.297093725,0.291017245,0.294682314,,1.020880139,,,,,,,,,,,,,,
,60,0,0,0.246769962,0.246702281,0.246566918,0.246292198,0.245870698,0.245293906,0.244555453,0.243656853,0.242622306,0.241543993,0.240719898,0.240920403,0.241813988,0.242781914,0.243641987,0.244349552,0.244898805,0.245296172,0.245551971,0.245676477,0.245738729,0,0,,0.246769962,0.240719898,0.244345927,,1.025133213,,,,,,,,,,,,,,
,61,0,0,0.203760093,0.203691426,0.203554092,0.203275522,0.202848537,0.202265219,0.201520498,0.200618562,0.199588624,0.198529875,0.19773822,0.197926322,0.198787247,0.199739497,0.20059656,0.201306843,0.20186052,0.202262056,0.202520897,0.202646973,0.202710011,0,0,,0.203760093,0.19773822,0.201321314,,1.030453762,,,,,,,,,,,,,,
,62,0,0,0.167461695,0.167391881,0.167252253,0.16696922,0.166535939,0.165945254,0.1651937,0.164288595,0.163264593,0.162227589,0.16146928,0.161644222,0.162470449,0.163404747,0.164257593,0.164970372,0.165528779,0.165934947,0.166197225,0.166325089,0.16638902,0,0,,0.167461695,0.16146928,0.165005831,,1.037111795,,,,,,,,,,,,,,
,63,0,0,0.137003795,0.13693265,0.136790362,0.136502182,0.136061717,0.13546279,0.134703897,0.133795946,0.132779354,0.131766152,0.131041645,0.131202787,0.13199252,0.132906486,0.133753653,0.134468501,0.135031843,0.135443081,0.1357092,0.135839081,0.135904022,0,0,,0.137003795,0.131041645,0.134528174,,1.045498128,,,,,,,,,,,,,,
,64,0,0,0.111462793,0.111390106,0.111244731,0.110950622,0.110501985,0.109893894,0.10912721,0.10821691,0.107209379,0.106221975,0.105531441,0.105678189,0.106429708,0.10732077,0.108160474,0.108876708,0.109445054,0.109861756,0.110132124,0.110264264,0.110330334,0,0,,0.111462793,0.105531441,0.108964306,,1.056204601,,,,,,,,,,,,,,
,65,0,0,0.089927904,0.089853419,0.08970445,0.089403491,0.088945555,0.088327314,0.087552477,0.086640579,0.085644078,0.084684654,0.084028281,0.084159962,0.084871272,0.085736405,0.086566357,0.087282905,0.087856109,0.088278591,0.088553604,0.088688251,0.088755575,0,0,,0.089927904,0.084028281,0.087402916,,1.070209974,,,,,,,,,,,,,,
,66,0,0,0.071469621,0.071393024,0.07123983,0.070930903,0.070462362,0.069832949,0.069049836,0.068137684,0.067155063,0.066226735,0.065605436,0.065721023,0.066388985,0.067223927,0.068040755,0.068755777,0.069333253,0.069761631,0.070041622,0.070179014,0.070247711,0,0,,0.071469621,0.065605436,0.06891415,,1.089385652,,,,,,,,,,,,,,
,67,0,0,0.054949547,0.054870446,0.054712244,0.054394029,0.053913532,0.05327233,0.052481998,0.051573128,0.050610421,0.04972001,0.049137655,0.049235008,0.049852597,0.050649082,0.05144613,0.052155466,0.052735197,0.05316882,0.053453775,0.053594026,0.053664151,0,0,,0.054949547,0.049137655,0.052361409,,1.118277773,,,,,,,,,,,,,,
,68,0,0,0.038167592,0.038085913,0.037922556,0.037595377,0.037104933,0.036457384,0.035670679,0.03478283,0.033864297,0.033038363,0.032513656,0.032586423,0.033128982,0.033859403,0.034613244,0.035299925,0.035870995,0.036303543,0.036590203,0.036731972,0.036802857,0,0,,0.038167592,0.032513656,0.035571006,,1.173894206,,,,,,,,,,,,,,
,69,0,0,0.012933601,0.012872786,0.012751156,0.012510974,0.012159276,0.011709782,0.011185804,0.010623101,0.010073558,0.009611469,0.009341772,0.009364653,0.009632354,0.010032414,0.010473852,0.010897336,0.01126441,0.011551483,0.011746107,0.011843669,0.01189245,0,0,,0.012933601,0.009341772,0.011165334,,1.384491205,,,,,,,,,,,,,,
,70,0,0,0.001001736,1.00E-03,9.96E-04,9.88E-04,9.76E-04,9.60E-04,9.42E-04,9.21E-04,9.02E-04,8.91E-04,8.97E-04,8.94E-04,8.91E-04,9.03E-04,9.19E-04,9.35E-04,9.49E-04,9.59E-04,9.66E-04,9.69E-04,9.71E-04,0,0,,0.001001736,0.00089064,0.000944267,,1.124737136,,,,,,,,,,,,,,
,71,0,0,7.25E-04,7.24E-04,7.22E-04,7.19E-04,7.14E-04,7.07E-04,6.99E-04,6.90E-04,6.83E-04,6.81E-04,6.92E-04,6.88E-04,6.79E-04,6.82E-04,6.89E-04,6.96E-04,7.01E-04,7.06E-04,7.09E-04,7.10E-04,7.11E-04,0,0,,0.000724832,0.000679346,0.000701268,,1.066954365,,,,,,,,,,,,,,
,72,0,0,9.16E-04,9.15E-04,9.13E-04,9.08E-04,9.02E-04,8.94E-04,8.84E-04,8.72E-04,8.62E-04,8.56E-04,8.64E-04,8.61E-04,8.56E-04,8.61E-04,8.71E-04,8.79E-04,8.87E-04,8.92E-04,8.96E-04,8.98E-04,8.99E-04,0,0,,0.000915925,0.000855501,0.000884995,,1.070629629,,,,,,,,,,,,,,
,73,0,0,0.001413995,0.001411995,0.001407995,0.001399979,0.001387943,0.001371995,0.001352503,0.001330388,0.001307883,0.001290607,0.001290527,0.001289527,0.001292821,0.001309158,0.001327983,0.001345178,0.00135931,0.001369903,0.001376875,0.00138031,0.001382028,0,0,,0.001413995,0.001289527,0.001352329,,1.096522206,,,,,,,,,,,,,,
,74,0,0,0.002728387,0.002722629,0.002711115,0.002688105,0.002653705,0.002608352,0.002553129,0.002490268,0.002424377,0.002365689,0.002336057,0.002341257,0.002376314,0.002429794,0.002484342,0.002532895,0.002572627,0.002602448,0.002622119,0.002631827,0.002636681,0,0,,0.002728387,0.002336057,0.002548196,,1.167945485,,,,,,,,,,,,,,
,75,0,0,0.017062465,0.016976127,0.01680345,0.016463214,0.01596622,0.015331633,0.014589452,0.013782626,0.012971044,0.012243511,0.011754738,0.011825574,0.012312918,0.012933434,0.013570126,0.014158642,0.014658606,0.015045235,0.015305673,0.015435759,0.015500803,0,0,,0.017062465,0.011754738,0.014509107,,1.451539437,,,,,,,,,,,,,,
,76,0,0,0.360577662,0.360510202,0.360375282,0.360101464,0.359681164,0.359105224,0.358365559,0.357459629,0.356402918,0.355272776,0.354365387,0.35458567,0.355546035,0.356543278,0.357408705,0.358111801,0.358653835,0.359044382,0.359295143,0.359416999,0.359477928,0,0,,0.360577662,0.354365387,0.358109573,,1.017530705,,,,,,,,,,,,,,
,77,0,0,0.50027152,0.50020638,0.500076101,0.499811387,0.499404335,0.498845166,0.498124486,0.497236922,0.496191812,0.49505491,0.494115709,0.494356756,0.49535887,0.496371117,0.497236593,0.497934576,0.498470732,0.498856389,0.499103853,0.499224104,0.499284229,0,0,,0.50027152,0.494115709,0.497882664,,1.012458237,,,,,,,,,,,,,,
,78,0,0,0.497784728,0.49771967,0.497589553,0.497325162,0.496918589,0.496360056,0.495640174,0.494753602,0.493709784,0.492574758,0.491638301,0.491878762,0.492878673,0.493889687,0.494754418,0.495451884,0.495987663,0.496373051,0.496620345,0.496740513,0.496800598,0,0,,0.497784728,0.491638301,0.495399522,,1.012501929,,,,,,,,,,,,,,
,79,0,0,0.447378132,0.447312779,0.447182073,0.446916514,0.446508239,0.445947596,0.445225516,0.444337435,0.443294647,0.442167001,0.441246928,0.441481912,0.442466918,0.443472524,0.444336868,0.445035664,0.445573095,0.445959915,0.446208212,0.44632889,0.446389228,0,0,,0.447378132,0.441246928,0.444989052,,1.013895177,,,,,,,,,,,,,,
,80,0,0,0.385295689,0.385229848,0.385098166,0.384830682,0.384419607,0.383855501,0.383129814,0.382239217,0.381197827,0.380080974,0.37918403,0.379411021,0.380374626,0.381372206,0.382236005,0.382936919,0.38347699,0.383866102,0.384116011,0.384237506,0.384298254,0,0,,0.385295689,0.37918403,0.382899381,,1.016117924,,,,,,,,,,,,,,
,81,0,0,0.324989783,0.324923309,0.32479036,0.324520379,0.32410569,0.323537145,0.322806906,0.321913276,0.320873938,0.319770639,0.318900913,0.319118232,0.320056168,0.321043495,0.32190632,0.322609764,0.323153133,0.323545156,0.323797124,0.323919668,0.32398094,0,0,,0.324989783,0.318900913,0.322583921,,1.019093298,,,,,,,,,,,,,,
,82,0,0,0.271000648,0.270933404,0.270798916,0.27052591,0.270106865,0.269533027,0.268797481,0.267900563,0.266864158,0.265776918,0.264937124,0.265143497,0.266052539,0.267027473,0.267888671,0.268594847,0.269142029,0.26953749,0.269791916,0.269915716,0.269977617,0,0,,0.271000648,0.264937124,0.268583181,,1.022886654,,,,,,,,,,,,,,
,83,0,0,0.224377109,0.224308954,0.224172645,0.223896072,0.223471927,0.222891975,0.222150463,0.221250184,0.220217786,0.219148974,0.218340953,0.218535359,0.219412888,0.220373255,0.22123196,0.2219409,0.222492322,0.222891714,0.223148986,0.22327425,0.223336882,0,0,,0.224377109,0.218340953,0.221945979,,1.027645551,,,,,,,,,,,,,,
,84,0,0,0.184822822,0.184753603,0.184615166,0.184334444,0.183904417,0.183317521,0.182569451,0.1816659,0.180638755,0.179590614,0.178815551,0.178997158,0.179840971,0.180784534,0.181639655,0.182351226,0.182907236,0.183311031,0.183571541,0.183698482,0.183761953,0,0,,0.184822822,0.178815551,0.182375811,,1.033594788,,,,,,,,,,,,,,
,85,0,0,0.151559756,0.151489302,0.151348393,0.151062877,0.15062612,0.150031426,0.149276262,0.148369684,0.147349193,0.14632384,0.145582399,0.145750515,0.146558709,0.147483147,0.148333354,0.149047235,0.149608091,0.150016742,0.150280889,0.150409732,0.150474154,0,0,,0.151559756,0.145582399,0.149094372,,1.041058238,,,,,,,,,,,,,,
,86,0,0,0.123675436,0.123603549,0.123459775,0.123168736,0.122724316,0.122120926,0.121358189,0.120448989,0.119436707,0.118436153,0.117728621,0.11788264,0.118653486,0.11955634,0.120400023,0.121115669,0.121681515,0.12209544,0.122363632,0.122494612,0.122560102,0,0,,0.123675436,0.117728621,0.121188803,,1.050512911,,,,,,,,,,,,,,
